comune;provincia autonoma;popolazione;superficie;densità;altitudine;link;codice postale;istat;sito;comuni confinanti;lat;lon
massimeno;trento;138;2109;654;861;https://it.wikipedia.org/wiki/Massimeno;38086;022112;http://www.comune.massimeno.tn.it/;https://it.wikipedia.org/wiki/Bocenago|https://it.wikipedia.org/wiki/Caderzone_Terme|https://it.wikipedia.org/wiki/Comano_Terme|https://it.wikipedia.org/wiki/Giustino_(Italia)|https://it.wikipedia.org/wiki/Pelugo|https://it.wikipedia.org/wiki/Spiazzo|https://it.wikipedia.org/wiki/Strembo;46°08′29.36″N;10°46′24.6″E
mazzin;trento;604;2366;26;1395;https://it.wikipedia.org/wiki/Mazzin;38030;022113;https://www.comune.mazzin.tn.it/;https://it.wikipedia.org/wiki/Canazei|https://it.wikipedia.org/wiki/Campitello_di_Fassa|https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa|https://it.wikipedia.org/wiki/Tires;46°28′12.41″N;11°43′46.88″E
mezzana;trento;877;2750;32;940;https://it.wikipedia.org/wiki/Mezzana;38020;022114;http://www.comune.mezzana.tn.it;https://it.wikipedia.org/wiki/Commezzadura|https://it.wikipedia.org/wiki/Pellizzano|https://it.wikipedia.org/wiki/Pinzolo|https://it.wikipedia.org/wiki/Rabbi_(comune);46°19′N;10°48′E
mezzano;trento;1585;4917;32;640;https://it.wikipedia.org/wiki/Mezzano_(comune);38050;022115;https://www.comune.mezzano.tn.it/;https://it.wikipedia.org/wiki/Canal_San_Bovo|https://it.wikipedia.org/wiki/Cesiomaggiore|https://it.wikipedia.org/wiki/Feltre|https://it.wikipedia.org/wiki/Imer|https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza|https://it.wikipedia.org/wiki/Sovramonte;46°09′14.15″N;11°48′31.54″E
mezzocorona;trento;5511;2559;215;219;https://it.wikipedia.org/wiki/Mezzocorona;38016;022116;http://www.comune.mezzocorona.tn.it/;https://it.wikipedia.org/wiki/Giovo|https://it.wikipedia.org/wiki/Mezzolombardo|https://it.wikipedia.org/wiki/Rover%C3%A9_della_Luna|https://it.wikipedia.org/wiki/Salorno_sulla_Strada_del_Vino|https://it.wikipedia.org/wiki/San_Michele_all%27Adige|https://it.wikipedia.org/wiki/Ton;46°13′N;11°07′E
mezzolombardo;trento;7667;1379;556;227;https://it.wikipedia.org/wiki/Mezzolombardo;38017;022117;http://www.comune.mezzolombardo.tn.it/;https://it.wikipedia.org/wiki/Fai_della_Paganella|https://it.wikipedia.org/wiki/Mezzocorona|https://it.wikipedia.org/wiki/San_Michele_all%27Adige|https://it.wikipedia.org/wiki/Spormaggiore|https://it.wikipedia.org/wiki/Terre_d%27Adige|https://it.wikipedia.org/wiki/Ton;46°12′35″N;11°05′52″E
moena;trento;2537;8146;31;1184;https://it.wikipedia.org/wiki/Moena;38035;022118;https://www.comune.moena.tn.it/;https://it.wikipedia.org/wiki/Falcade|https://it.wikipedia.org/wiki/Nova_Levante|https://it.wikipedia.org/wiki/Predazzo|https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza|https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa|https://it.wikipedia.org/wiki/Soraga_di_Fassa;46°22′36.57″N;11°39′33.66″E
molveno;trento;1119;3393;33;865;https://it.wikipedia.org/wiki/Molveno;38018;022120;http://www.comune.molveno.tn.it;https://it.wikipedia.org/wiki/Andalo|https://it.wikipedia.org/wiki/Cavedago|https://it.wikipedia.org/wiki/San_Lorenzo_Dorsino|https://it.wikipedia.org/wiki/Spormaggiore|https://it.wikipedia.org/wiki/Tre_Ville|https://it.wikipedia.org/wiki/Vallelaghi|https://it.wikipedia.org/wiki/Ville_d%27Anaunia;46°08′35″N;10°57′53″E
mori;trento;10208;3325;307;204;https://it.wikipedia.org/wiki/Mori_(Italia);38065;022123;http://www.comune.mori.tn.it;https://it.wikipedia.org/wiki/Ala_(Italia)|https://it.wikipedia.org/wiki/Arco_(Italia)|https://it.wikipedia.org/wiki/Brentonico|https://it.wikipedia.org/wiki/Isera|https://it.wikipedia.org/wiki/Nago-Torbole|https://it.wikipedia.org/wiki/Ronzo-Chienis|https://it.wikipedia.org/wiki/Rovereto;45°51′04.68″N;10°58′54.12″E
nago-torbole;trento;2758;2891;95;222;https://it.wikipedia.org/wiki/Nago-Torbole;38060, 38069;022124;http://www.comune.nago-torbole.tn.it;https://it.wikipedia.org/wiki/Arco_(Italia)|https://it.wikipedia.org/wiki/Brentonico|https://it.wikipedia.org/wiki/Ledro|https://it.wikipedia.org/wiki/Malcesine|https://it.wikipedia.org/wiki/Mori_(Italia)|https://it.wikipedia.org/wiki/Riva_del_Garda;45°52′33″N;10°53′28″E
nogaredo;trento;2071;382;542;216;https://it.wikipedia.org/wiki/Nogaredo;38060;022127;http://www.comune.nogaredo.tn.it;https://it.wikipedia.org/wiki/Isera|https://it.wikipedia.org/wiki/Rovereto|https://it.wikipedia.org/wiki/Villa_Lagarina;45°54′31.91″N;11°01′11.91″E
nomi;trento;1352;616;219;179;https://it.wikipedia.org/wiki/Nomi_(Italia);38060;022128;http://www.comune.nomi.tn.it;https://it.wikipedia.org/wiki/Aldeno|https://it.wikipedia.org/wiki/Besenello|https://it.wikipedia.org/wiki/Calliano_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Pomarolo|https://it.wikipedia.org/wiki/Volano_(Italia);45°56′N;11°04′E
novaledo;trento;1162;792;147;475;https://it.wikipedia.org/wiki/Novaledo;38050;022129;http://www.comune.novaledo.tn.it;https://it.wikipedia.org/wiki/Borgo_Valsugana|https://it.wikipedia.org/wiki/Frassilongo|https://it.wikipedia.org/wiki/Levico_Terme|https://it.wikipedia.org/wiki/Pergine_Valsugana|https://it.wikipedia.org/wiki/Roncegno_Terme;46°01′N;11°22′E
novella;trento;3606;4611;78;724;https://it.wikipedia.org/wiki/Novella_(Italia);38028;022253;https://www.comune.novella.tn.it/;https://it.wikipedia.org/wiki/Borgo_d%27Anaunia|https://it.wikipedia.org/wiki/Dambel|https://it.wikipedia.org/wiki/Lauregno|https://it.wikipedia.org/wiki/Sarnonico|https://it.wikipedia.org/wiki/Cles|https://it.wikipedia.org/wiki/Livo_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Sanzeno;46°23′28.39″N;11°03′30.35″E
ospedaletto;trento;808;1673;48;360;https://it.wikipedia.org/wiki/Ospedaletto;38050;022130;http://www.comune.ospedaletto.tn.it;https://it.wikipedia.org/wiki/Asiago|https://it.wikipedia.org/wiki/Provincia_di_Vicenza|https://it.wikipedia.org/wiki/Castel_Ivano_(Italia)|https://it.wikipedia.org/wiki/Cinte_Tesino|https://it.wikipedia.org/wiki/Grigno|https://it.wikipedia.org/wiki/Pieve_Tesino;46°02′36.56″N;11°33′10.48″E
ossana;trento;833;2532;33;1003;https://it.wikipedia.org/wiki/Ossana;38026;022131;https://www.comune.ossana.tn.it/;https://it.wikipedia.org/wiki/Carisolo|https://it.wikipedia.org/wiki/Peio|https://it.wikipedia.org/wiki/Pellizzano|https://it.wikipedia.org/wiki/Pinzolo|https://it.wikipedia.org/wiki/Vermiglio_(Italia);46°18′N;10°44′E
palù del fersina;trento;159;1682;945;1360;https://it.wikipedia.org/wiki/Pal%C3%B9_del_Fersina;38050;022133;http://www.comune.paludelfersina.tn.it/;https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9|https://it.wikipedia.org/wiki/Bedollo|https://it.wikipedia.org/wiki/Fierozzo|https://it.wikipedia.org/wiki/Sant%27Orsola_Terme|https://it.wikipedia.org/wiki/Telve|https://it.wikipedia.org/wiki/Telve_di_Sopra|https://it.wikipedia.org/wiki/Torcegno;46°08′N;11°21′E
panchià;trento;814;2074;39;981;https://it.wikipedia.org/wiki/Panchi%C3%A0;38030;022134;http://www.comune.panchia.tn.it/;https://it.wikipedia.org/wiki/Pieve_Tesino|https://it.wikipedia.org/wiki/Predazzo|https://it.wikipedia.org/wiki/Tesero|https://it.wikipedia.org/wiki/Ziano_di_Fiemme;46°17′09.2″N;11°32′31.1″E
peio;trento;1794;16275;11;1173;https://it.wikipedia.org/wiki/Peio;38024;022136;http://www.comune.peio.tn.it;https://it.wikipedia.org/wiki/Martello_(Italia)|https://it.wikipedia.org/wiki/Ossana|https://it.wikipedia.org/wiki/Pellizzano|https://it.wikipedia.org/wiki/Ponte_di_Legno|https://it.wikipedia.org/wiki/Rabbi_(comune)|https://it.wikipedia.org/wiki/Valfurva|https://it.wikipedia.org/wiki/Vermiglio_(Italia);46°21′19″N;10°41′21″E
pellizzano;trento;800;4927;16;925;https://it.wikipedia.org/wiki/Pellizzano;38020;022137;https://www.comune.pellizzano.tn.it/;https://it.wikipedia.org/wiki/Mezzana|https://it.wikipedia.org/wiki/Ossana|https://it.wikipedia.org/wiki/Peio|https://it.wikipedia.org/wiki/Pinzolo|https://it.wikipedia.org/wiki/Rabbi_(comune);46°18′34.93″N;10°45′34.66″E
pelugo;trento;397;2198;18;652;https://it.wikipedia.org/wiki/Pelugo;38079;022138;http://www.comune.pelugo.tn.it/;https://it.wikipedia.org/wiki/Massimeno|https://it.wikipedia.org/wiki/Porte_di_Rendena|https://it.wikipedia.org/wiki/Spiazzo|https://it.wikipedia.org/wiki/Strembo|https://it.wikipedia.org/wiki/Tre_Ville|https://it.wikipedia.org/wiki/Valdaone;46°05′16.73″N;10°43′23.66″E
pergine valsugana;trento;21684;5405;401;482;https://it.wikipedia.org/wiki/Pergine_Valsugana;38057;022139;https://www.comune.pergine.tn.it/;https://it.wikipedia.org/wiki/Altopiano_della_Vigolana|https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9|https://it.wikipedia.org/wiki/Calceranica_al_Lago|https://it.wikipedia.org/wiki/Caldonazzo|https://it.wikipedia.org/wiki/Civezzano|https://it.wikipedia.org/wiki/Fornace_(Italia)|https://it.wikipedia.org/wiki/Frassilongo|https://it.wikipedia.org/wiki/Levico_Terme|https://it.wikipedia.org/wiki/Novaledo|https://it.wikipedia.org/wiki/Sant%27Orsola_Terme|https://it.wikipedia.org/wiki/Tenna_(comune)|https://it.wikipedia.org/wiki/Trento|https://it.wikipedia.org/wiki/Vignola-Falesina;46°04′N;11°14′E
pieve di bono-prezzo;trento;1456;2480;59;514;https://it.wikipedia.org/wiki/Pieve_di_Bono-Prezzo;38085;022234;http://www.comune.pievedibono-prezzo.tn.it/;https://it.wikipedia.org/wiki/Borgo_Chiese|https://it.wikipedia.org/wiki/Castel_Condino|https://it.wikipedia.org/wiki/Ledro|https://it.wikipedia.org/wiki/Sella_Giudicarie|https://it.wikipedia.org/wiki/Valdaone;45°56′35″N;10°38′29″E
pieve tesino;trento;654;6974;938;843;https://it.wikipedia.org/wiki/Pieve_Tesino;38050;022142;http://www.comune.pievetesino.tn.it/;https://it.wikipedia.org/wiki/Bieno|https://it.wikipedia.org/wiki/Canal_San_Bovo|https://it.wikipedia.org/wiki/Castel_Ivano_(Italia)|https://it.wikipedia.org/wiki/Castello-Molina_di_Fiemme|https://it.wikipedia.org/wiki/Castello_Tesino|https://it.wikipedia.org/wiki/Cavalese|https://it.wikipedia.org/wiki/Cinte_Tesino|https://it.wikipedia.org/wiki/Ospedaletto|https://it.wikipedia.org/wiki/Panchi%C3%A0|https://it.wikipedia.org/wiki/Scurelle|https://it.wikipedia.org/wiki/Telve|https://it.wikipedia.org/wiki/Tesero|https://it.wikipedia.org/wiki/Ziano_di_Fiemme;46°04′08.62″N;11°36′32.69″E
pinzolo;trento;3039;6903;44;770;https://it.wikipedia.org/wiki/Pinzolo;38086;022143;http://www.comune.pinzolo.tn.it/;https://it.wikipedia.org/wiki/Caderzone_Terme|https://it.wikipedia.org/wiki/Carisolo|https://it.wikipedia.org/wiki/Commezzadura|https://it.wikipedia.org/wiki/Dimaro_Folgarida|https://it.wikipedia.org/wiki/Giustino_(Italia)|https://it.wikipedia.org/wiki/Mezzana|https://it.wikipedia.org/wiki/Ossana|https://it.wikipedia.org/wiki/Pellizzano|https://it.wikipedia.org/wiki/Stenico|https://it.wikipedia.org/wiki/Tre_Ville;46°09′35.64″N;10°45′57.6″E
pomarolo;trento;2449;956;256;206;https://it.wikipedia.org/wiki/Pomarolo;38060;022144;http://www.comune.pomarolo.tn.it;https://it.wikipedia.org/wiki/Aldeno|https://it.wikipedia.org/wiki/Cimone_(comune)|https://it.wikipedia.org/wiki/Nomi_(Italia)|https://it.wikipedia.org/wiki/Rovereto|https://it.wikipedia.org/wiki/Villa_Lagarina|https://it.wikipedia.org/wiki/Volano_(Italia);45°55′41.16″N;11°02′35.09″E
porte di rendena;trento;1819;4120;44;608;https://it.wikipedia.org/wiki/Porte_di_Rendena;38094;022244;https://www.comune.portedirendena.tn.it/;https://it.wikipedia.org/wiki/Pelugo|https://it.wikipedia.org/wiki/Sella_Giudicarie|https://it.wikipedia.org/wiki/Tione_di_Trento|https://it.wikipedia.org/wiki/Tre_Ville|https://it.wikipedia.org/wiki/Valdaone;46°04′44.47″N;10°42′58.07″E
predaia;trento;6903;7994;86;515;https://it.wikipedia.org/wiki/Predaia;38012;022230;http://www.comune.predaia.tn.it;https://it.wikipedia.org/wiki/Cortaccia_sulla_Strada_del_Vino|https://it.wikipedia.org/wiki/Denno|https://it.wikipedia.org/wiki/Amblar-Don|https://it.wikipedia.org/wiki/Romeno_(Italia)|https://it.wikipedia.org/wiki/Rover%C3%A9_della_Luna|https://it.wikipedia.org/wiki/Sanzeno|https://it.wikipedia.org/wiki/Sfruz|https://it.wikipedia.org/wiki/Ville_d%27Anaunia|https://it.wikipedia.org/wiki/Termeno_sulla_Strada_del_Vino|https://it.wikipedia.org/wiki/Ton;46°19′24.24″N;11°04′23.16″E
predazzo;trento;4536;11031;41;1018;https://it.wikipedia.org/wiki/Predazzo;38037;022147;http://www.comune.predazzo.tn.it;https://it.wikipedia.org/wiki/Canal_San_Bovo|https://it.wikipedia.org/wiki/Moena|https://it.wikipedia.org/wiki/Nova_Levante|https://it.wikipedia.org/wiki/Nova_Ponente|https://it.wikipedia.org/wiki/Panchi%C3%A0|https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza|https://it.wikipedia.org/wiki/Tesero|https://it.wikipedia.org/wiki/Ziano_di_Fiemme;46°19′N;11°36′E
primiero san martino di castrozza;trento;4983;20004;25;710;https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;38054;022245;http://www.comuneprimiero.tn.it/;https://it.wikipedia.org/wiki/Canale_d%27Agordo|https://it.wikipedia.org/wiki/Canal_San_Bovo|https://it.wikipedia.org/wiki/Cesiomaggiore|https://it.wikipedia.org/wiki/Falcade|https://it.wikipedia.org/wiki/Gosaldo|https://it.wikipedia.org/wiki/Imer|https://it.wikipedia.org/wiki/Mezzano_(comune)|https://it.wikipedia.org/wiki/Moena|https://it.wikipedia.org/wiki/Predazzo|https://it.wikipedia.org/wiki/Sagron_Mis|https://it.wikipedia.org/wiki/Taibon_Agordino;46°10′37.56″N;11°49′47.28″E
rabbi;trento;1372;13235;10;1095;https://it.wikipedia.org/wiki/Rabbi_(comune);38020;022150;http://www.comune.rabbi.tn.it/;https://it.wikipedia.org/wiki/Bresimo|https://it.wikipedia.org/wiki/Commezzadura|https://it.wikipedia.org/wiki/Mal%C3%A9_(Italia)|https://it.wikipedia.org/wiki/Martello_(Italia)|https://it.wikipedia.org/wiki/Mezzana|https://it.wikipedia.org/wiki/Peio|https://it.wikipedia.org/wiki/Pellizzano|https://it.wikipedia.org/wiki/Ultimo_(Italia);46°24′N;10°51′E
riva del garda;trento;17858;4073;438;73;https://it.wikipedia.org/wiki/Riva_del_Garda;38066;022153;http://www.comune.rivadelgarda.tn.it;https://it.wikipedia.org/wiki/Arco_(Italia)|https://it.wikipedia.org/wiki/Ledro|https://it.wikipedia.org/wiki/Limone_sul_Garda|https://it.wikipedia.org/wiki/Malcesine|https://it.wikipedia.org/wiki/Nago-Torbole|https://it.wikipedia.org/wiki/Tenno;45°53′N;10°51′E
romeno;trento;1497;907;165;961;https://it.wikipedia.org/wiki/Romeno_(Italia);38010;022155;https://www.comune.romeno.tn.it/;https://it.wikipedia.org/wiki/Amblar-Don|https://it.wikipedia.org/wiki/Cavareno|https://it.wikipedia.org/wiki/Dambel|https://it.wikipedia.org/wiki/Predaia|https://it.wikipedia.org/wiki/Sanzeno|https://it.wikipedia.org/wiki/Sarnonico;46°24′N;11°07′E
roncegno terme;trento;2940;3839;77;535;https://it.wikipedia.org/wiki/Roncegno_Terme;38050;022156;http://www.comune.roncegnoterme.tn.it;https://it.wikipedia.org/wiki/Borgo_Valsugana|https://it.wikipedia.org/wiki/Fierozzo|https://it.wikipedia.org/wiki/Frassilongo|https://it.wikipedia.org/wiki/Novaledo|https://it.wikipedia.org/wiki/Ronchi_Valsugana|https://it.wikipedia.org/wiki/Torcegno;46°03′03″N;11°24′36″E
ronchi valsugana;trento;451;985;46;776;https://it.wikipedia.org/wiki/Ronchi_Valsugana;38051;022157;http://www.comune.ronchi.tn.it/;https://it.wikipedia.org/wiki/Borgo_Valsugana|https://it.wikipedia.org/wiki/Roncegno_Terme|https://it.wikipedia.org/wiki/Torcegno;46°04′N;11°26′E
ronzo-chienis;trento;1002;1340;75;974;https://it.wikipedia.org/wiki/Ronzo-Chienis;38060;022135;http://www.comune.ronzo-chienis.tn.it/;https://it.wikipedia.org/wiki/Arco_(Italia)|https://it.wikipedia.org/wiki/Isera|https://it.wikipedia.org/wiki/Mori_(Italia)|https://it.wikipedia.org/wiki/Villa_Lagarina;45°53′28″N;10°57′02″E
ronzone;trento;482;584;83;1085;https://it.wikipedia.org/wiki/Ronzone;38010;022159;http://www.comune.ronzone.tn.it/;https://it.wikipedia.org/wiki/Appiano_sulla_Strada_del_Vino|https://it.wikipedia.org/wiki/Borgo_d%27Anaunia|https://it.wikipedia.org/wiki/Ruffr%C3%A9-Mendola|https://it.wikipedia.org/wiki/Sarnonico;46°25′23.06″N;11°08′56.04″E
roveré della luna;trento;1637;988;166;251;https://it.wikipedia.org/wiki/Rover%C3%A9_della_Luna;38030;022160;http://www.comune.roveredellaluna.tn.it;https://it.wikipedia.org/wiki/Cortaccia_sulla_Strada_del_Vino|https://it.wikipedia.org/wiki/Magr%C3%A8_sulla_Strada_del_Vino|https://it.wikipedia.org/wiki/Mezzocorona|https://it.wikipedia.org/wiki/Predaia|https://it.wikipedia.org/wiki/Salorno_sulla_Strada_del_Vino|https://it.wikipedia.org/wiki/Ton;46°15′N;11°10′E
rovereto;trento;40047;5187;772;204;https://it.wikipedia.org/wiki/Rovereto;38068;022161;http://www.comune.rovereto.tn.it;https://it.wikipedia.org/wiki/Ala_(Italia)|https://it.wikipedia.org/wiki/Calliano_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Folgaria|https://it.wikipedia.org/wiki/Isera|https://it.wikipedia.org/wiki/Mori_(Italia)|https://it.wikipedia.org/wiki/Nogaredo|https://it.wikipedia.org/wiki/Pomarolo|https://it.wikipedia.org/wiki/Terragnolo|https://it.wikipedia.org/wiki/Trambileno|https://it.wikipedia.org/wiki/Vallarsa|https://it.wikipedia.org/wiki/Villa_Lagarina|https://it.wikipedia.org/wiki/Volano_(Italia);45°53′00″N;11°02′03″E
ruffré-mendola;trento;420;677;62;1200;https://it.wikipedia.org/wiki/Ruffr%C3%A9-Mendola;38010;022162;http://www.comune.ruffre.tn.it/;https://it.wikipedia.org/wiki/Caldaro_sulla_Strada_del_Vino|https://it.wikipedia.org/wiki/Cavareno|https://it.wikipedia.org/wiki/Sarnonico|https://it.wikipedia.org/wiki/Ronzone;46°24′53.33″N;11°10′39.99″E
rumo;trento;788;3094;25;944;https://it.wikipedia.org/wiki/Rumo;38020;022163;http://www.comune.rumo.tn.it/;https://it.wikipedia.org/wiki/Bresimo|https://it.wikipedia.org/wiki/Novella_(Italia)|https://it.wikipedia.org/wiki/Livo_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Proves|https://it.wikipedia.org/wiki/Ultimo_(Italia);46°26′33.54″N;11°00′59.61″E
sagron mis;trento;177;1096;16;1062;https://it.wikipedia.org/wiki/Sagron_Mis;38050;022164;https://www.comune.sagronmis.tn.it/;https://it.wikipedia.org/wiki/Cesiomaggiore|https://it.wikipedia.org/wiki/Gosaldo|https://it.wikipedia.org/wiki/Primiero_San_Martino_di_Castrozza;46°11′44.16″N;11°56′39.12″E
samone;trento;546;499;109;673;https://it.wikipedia.org/wiki/Samone_(Trentino-Alto_Adige);38059;022165;http://www.comune.samone.tn.it;https://it.wikipedia.org/wiki/Castel_Ivano_(Italia);46°04′53.65″N;11°31′22.01″E
san giovanni di fassa;trento;3581;9977;36;1325;https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa;38036;022250;http://www.comune.senjandifassa.tn.it/;https://it.wikipedia.org/wiki/Canazei|https://it.wikipedia.org/wiki/Mazzin|https://it.wikipedia.org/wiki/Moena|https://it.wikipedia.org/wiki/Nova_Levante|https://it.wikipedia.org/wiki/Alto_Adige|https://it.wikipedia.org/wiki/Rocca_Pietore|https://it.wikipedia.org/wiki/Provincia_di_Belluno|https://it.wikipedia.org/wiki/Soraga_di_Fassa|https://it.wikipedia.org/wiki/Tires;46°25′48.94″N;11°41′12.46″E
san lorenzo dorsino;trento;1575;7425;21;758;https://it.wikipedia.org/wiki/San_Lorenzo_Dorsino;38070 e 38078;022231;http://www.comune.sanlorenzodorsino.tn.it/;https://it.wikipedia.org/wiki/Andalo|https://it.wikipedia.org/wiki/Comano_Terme|https://it.wikipedia.org/wiki/Madruzzo_(Italia)|https://it.wikipedia.org/wiki/Molveno|https://it.wikipedia.org/wiki/Stenico|https://it.wikipedia.org/wiki/Tre_Ville|https://it.wikipedia.org/wiki/Vallelaghi;46°04′39″N;10°54′34.2″E
san michele all'adige;trento;4101;1654;248;228;https://it.wikipedia.org/wiki/San_Michele_all%27Adige;38098;022167;http://www.comune.sanmichelealladige.tn.it;https://it.wikipedia.org/wiki/Giovo|https://it.wikipedia.org/wiki/Lavis|https://it.wikipedia.org/wiki/Mezzocorona|https://it.wikipedia.org/wiki/Mezzolombardo|https://it.wikipedia.org/wiki/Terre_d%27Adige;46°11′37.68″N;11°08′04.56″E
sant'orsola terme;trento;1104;1534;63;1428;https://it.wikipedia.org/wiki/Sant%27Orsola_Terme;38050;022168;http://www.comune.santorsolaterme.tn.it;https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9|https://it.wikipedia.org/wiki/Bedollo|https://it.wikipedia.org/wiki/Fierozzo|https://it.wikipedia.org/wiki/Frassilongo|https://it.wikipedia.org/wiki/Pal%C3%B9_del_Fersina|https://it.wikipedia.org/wiki/Pergine_Valsugana;46°07′N;11°18′E
sanzeno;trento;927;789;118;640;https://it.wikipedia.org/wiki/Sanzeno;38010;022169;https://www.comune.sanzeno.tn.it/;https://it.wikipedia.org/wiki/Cles|https://it.wikipedia.org/wiki/Dambel|https://it.wikipedia.org/wiki/Predaia|https://it.wikipedia.org/wiki/Novella_(Italia)|https://it.wikipedia.org/wiki/Romeno_(Italia)|https://it.wikipedia.org/wiki/Ville_d%27Anaunia;46°22′N;11°04′E
sarnonico;trento;789;1118;71;963;https://it.wikipedia.org/wiki/Sarnonico;38010;022170;https://www.comune.sarnonico.tn.it/;https://it.wikipedia.org/wiki/Appiano_sulla_Strada_del_Vino|https://it.wikipedia.org/wiki/Borgo_d%27Anaunia|https://it.wikipedia.org/wiki/Caldaro_sulla_Strada_del_Vino|https://it.wikipedia.org/wiki/Cavareno|https://it.wikipedia.org/wiki/Dambel|https://it.wikipedia.org/wiki/Novella_(Italia)|https://it.wikipedia.org/wiki/Romeno_(Italia)|https://it.wikipedia.org/wiki/Ronzone|https://it.wikipedia.org/wiki/Ruffr%C3%A9-Mendola;46°25′07.42″N;11°08′26.85″E
scurelle;trento;1358;2985;45;375;https://it.wikipedia.org/wiki/Scurelle;38050;022171;http://www.comune.scurelle.tn.it;https://it.wikipedia.org/wiki/Bieno|https://it.wikipedia.org/wiki/Carzano|https://it.wikipedia.org/wiki/Castel_Ivano_(Italia)|https://it.wikipedia.org/wiki/Castello_Tesino|https://it.wikipedia.org/wiki/Castelnuovo_(Trentino-Alto_Adige)|https://it.wikipedia.org/wiki/Cinte_Tesino|https://it.wikipedia.org/wiki/Pieve_Tesino|https://it.wikipedia.org/wiki/Telve;46°03′54.4″N;11°30′23.51″E
segonzano;trento;1357;2062;66;660;https://it.wikipedia.org/wiki/Segonzano;38047;022172;http://www.comune.segonzano.tn.it;https://it.wikipedia.org/wiki/Altavalle|https://it.wikipedia.org/wiki/Baselga_di_Pin%C3%A9|https://it.wikipedia.org/wiki/Bedollo|https://it.wikipedia.org/wiki/Cembra_Lisignago|https://it.wikipedia.org/wiki/Lona-Lases|https://it.wikipedia.org/wiki/Sover;46°11′N;11°16′E
sella giudicarie;trento;2948;8554;34;842;https://it.wikipedia.org/wiki/Sella_Giudicarie;38087;022246;http://www.comunesellagiudicarie.tn.it/;https://it.wikipedia.org/wiki/Borgo_Lares|https://it.wikipedia.org/wiki/Pieve_di_Bono-Prezzo|https://it.wikipedia.org/wiki/Porte_di_Rendena|https://it.wikipedia.org/wiki/Tione_di_Trento|https://it.wikipedia.org/wiki/Valdaone;45°59′03″N;10°40′10″E
sfruz;trento;363;1255;29;1015;https://it.wikipedia.org/wiki/Sfruz;38010;022173;http://www.comune.sfruz.tn.it;https://it.wikipedia.org/wiki/Amblar-Don|https://it.wikipedia.org/wiki/Predaia|https://it.wikipedia.org/wiki/Termeno_sulla_strada_del_vino;46°20′N;11°07′E
soraga di fassa;trento;718;1999;36;1220;https://it.wikipedia.org/wiki/Soraga_di_Fassa;38030;022176;http://www.comune.soraga.tn.it/;https://it.wikipedia.org/wiki/Falcade|https://it.wikipedia.org/wiki/Moena|https://it.wikipedia.org/wiki/Rocca_Pietore|https://it.wikipedia.org/wiki/San_Giovanni_di_Fassa;46°23′45.35″N;11°40′05.59″E
sover;trento;786;1488;53;831;https://it.wikipedia.org/wiki/Sover;38048;022177;http://comunesover.tn.it/;https://it.wikipedia.org/wiki/Altavalle|https://it.wikipedia.org/wiki/Bedollo|https://it.wikipedia.org/wiki/Capriana|https://it.wikipedia.org/wiki/Lona-Lases|https://it.wikipedia.org/wiki/Segonzano|https://it.wikipedia.org/wiki/Valfloriana;46°13′N;11°19′E
spiazzo;trento;1266;7076;18;645;https://it.wikipedia.org/wiki/Spiazzo;38088;022179;https://www.comune.spiazzo.tn.it/;https://it.wikipedia.org/wiki/Bocenago|https://it.wikipedia.org/wiki/Caderzone_Terme|https://it.wikipedia.org/wiki/Giustino_(Italia)|https://it.wikipedia.org/wiki/Massimeno|https://it.wikipedia.org/wiki/Pelugo|https://it.wikipedia.org/wiki/Ponte_di_Legno|https://it.wikipedia.org/wiki/Saviore_dell%27Adamello|https://it.wikipedia.org/wiki/Strembo|https://it.wikipedia.org/wiki/Tre_Ville|https://it.wikipedia.org/wiki/Valdaone|https://it.wikipedia.org/wiki/Vermiglio;46°06′12.96″N;10°44′21.73″E
spormaggiore;trento;1248;2985;42;565;https://it.wikipedia.org/wiki/Spormaggiore;38010;022180;http://www.comune.spormaggiore.tn.it;https://it.wikipedia.org/wiki/Campodenno|https://it.wikipedia.org/wiki/Cavedago|https://it.wikipedia.org/wiki/Fai_della_Paganella|https://it.wikipedia.org/wiki/Mezzolombardo|https://it.wikipedia.org/wiki/Molveno|https://it.wikipedia.org/wiki/Sporminore|https://it.wikipedia.org/wiki/Ton|https://it.wikipedia.org/wiki/Ville_d%27Anaunia;46°13′N;11°03′E
