index;academic year;school year;admission rate;school
4744;2022/2023;4;0.0;14
4745;2023/2024;1;0.0;14
4746;2023/2024;2;88.88888888888889;14
4747;2023/2024;3;100.0;14
4748;2023/2024;4;66.66666666666666;14
4749;2024/2025;1;0.0;14
4750;2024/2025;2;0.0;14
4751;2024/2025;3;88.88888888888889;14
4752;2024/2025;4;100.0;14
4753;2022/2023;1;100.0;200
4754;2022/2023;2;100.0;200
4755;2022/2023;3;100.0;200
4756;2022/2023;4;100.0;200
4757;2022/2023;5;100.0;200
4758;2023/2024;1;100.0;200
4759;2023/2024;2;100.0;200
4760;2023/2024;3;100.0;200
4761;2023/2024;4;100.0;200
4762;2023/2024;5;100.0;200
4763;2024/2025;1;100.0;200
4764;2024/2025;2;100.0;200
4765;2024/2025;3;100.0;200
4766;2024/2025;4;100.0;200
4767;2024/2025;5;100.0;200
4768;2022/2023;1;100.0;195
4769;2022/2023;2;100.0;195
4770;2022/2023;3;100.0;195
4771;2022/2023;4;100.0;195
4772;2022/2023;5;100.0;195
4773;2023/2024;1;100.0;195
4774;2023/2024;2;100.0;195
4775;2023/2024;3;100.0;195
4776;2023/2024;4;100.0;195
4777;2023/2024;5;100.0;195
4778;2024/2025;1;100.0;195
4779;2024/2025;2;100.0;195
4780;2024/2025;3;100.0;195
4781;2024/2025;4;100.0;195
4782;2024/2025;5;100.0;195
4783;2022/2023;1;100.0;198
4784;2022/2023;2;100.0;198
4785;2022/2023;3;100.0;198
4786;2022/2023;4;100.0;198
4787;2022/2023;5;100.0;198
4788;2023/2024;1;100.0;198
4789;2023/2024;2;100.0;198
4790;2023/2024;3;100.0;198
4791;2023/2024;4;100.0;198
4792;2023/2024;5;100.0;198
4793;2024/2025;1;100.0;198
4794;2024/2025;2;100.0;198
4795;2024/2025;3;100.0;198
4796;2024/2025;4;100.0;198
4797;2024/2025;5;100.0;198
4798;2022/2023;1;97.14285714285714;201
4799;2022/2023;2;100.0;201
4800;2022/2023;3;100.0;201
4801;2023/2024;1;100.0;201
4802;2023/2024;2;100.0;201
4803;2023/2024;3;100.0;201
4804;2024/2025;1;98.0392156862745;201
4805;2024/2025;2;100.0;201
4806;2024/2025;3;100.0;201
4807;2022/2023;1;100.0;202
4808;2022/2023;2;97.1830985915493;202
4809;2022/2023;3;98.11320754716981;202
4810;2023/2024;1;98.36065573770492;202
4811;2023/2024;2;100.0;202
4812;2023/2024;3;100.0;202
4813;2024/2025;1;100.0;202
4814;2024/2025;2;100.0;202
4815;2024/2025;3;98.14814814814815;202
4816;2022/2023;1;100.0;199
4817;2022/2023;2;100.0;199
4818;2022/2023;3;100.0;199
4819;2022/2023;4;100.0;199
4820;2022/2023;5;100.0;199
4821;2023/2024;1;100.0;199
4822;2023/2024;2;100.0;199
4823;2023/2024;3;100.0;199
4824;2023/2024;4;100.0;199
4825;2023/2024;5;100.0;199
4826;2024/2025;1;100.0;199
4827;2024/2025;2;100.0;199
4828;2024/2025;3;100.0;199
4829;2024/2025;4;100.0;199
4830;2024/2025;5;100.0;199
4831;2022/2023;1;90.9090909090909;39
4832;2022/2023;2;83.33333333333334;39
4833;2022/2023;3;78.125;39
4834;2022/2023;4;94.11764705882352;39
4835;2023/2024;1;77.77777777777779;39
4836;2023/2024;2;96.0;39
4837;2023/2024;3;100.0;39
4838;2023/2024;4;90.47619047619048;39
4839;2024/2025;1;71.7948717948718;39
4840;2024/2025;2;85.29411764705883;39
4841;2024/2025;3;82.35294117647058;39
4842;2024/2025;4;78.26086956521739;39
4843;2022/2023;1;0.0;36
4844;2022/2023;2;0.0;36
4845;2022/2023;3;0.0;36
4846;2022/2023;4;0.0;36
4847;2022/2023;5;0.0;36
4848;2023/2024;1;0.0;36
4849;2023/2024;2;0.0;36
4850;2023/2024;3;0.0;36
4851;2023/2024;4;0.0;36
4852;2023/2024;5;0.0;36
4853;2024/2025;1;0.0;36
4854;2024/2025;2;0.0;36
4855;2024/2025;3;0.0;36
4856;2024/2025;4;0.0;36
4857;2024/2025;5;84.21052631578947;36
4858;2022/2023;1;81.48148148148148;37
4859;2022/2023;2;97.22222222222221;37
4860;2022/2023;3;88.37209302325581;37
4861;2022/2023;4;93.10344827586206;37
4862;2023/2024;1;95.65217391304348;37
4863;2023/2024;2;88.88888888888889;37
4864;2023/2024;3;81.57894736842105;37
4865;2023/2024;4;95.23809523809523;37
4866;2024/2025;1;93.02325581395348;37
4867;2024/2025;2;86.66666666666667;37
4868;2024/2025;3;82.05128205128204;37
4869;2024/2025;4;86.95652173913044;37
4870;2022/2023;1;86.66666666666667;523
4871;2022/2023;2;98.36065573770492;523
4872;2022/2023;3;95.34883720930233;523
4873;2022/2023;4;93.33333333333333;523
4874;2022/2023;5;92.85714285714286;523
4875;2023/2024;1;80.7017543859649;523
4876;2023/2024;2;95.23809523809523;523
4877;2023/2024;3;95.08196721311475;523
4878;2023/2024;4;97.5;523
4879;2023/2024;5;92.85714285714286;523
4880;2024/2025;1;88.0;523
4881;2024/2025;2;96.29629629629629;523
4882;2024/2025;3;95.45454545454545;523
4883;2024/2025;4;98.11320754716981;523
4884;2024/2025;5;100.0;523
4885;2022/2023;1;0.0;522
4886;2022/2023;2;0.0;522
4887;2022/2023;3;76.92307692307693;522
4888;2023/2024;1;0.0;522
4889;2023/2024;2;0.0;522
4890;2023/2024;3;56.25;522
4891;2024/2025;1;0.0;522
4892;2024/2025;2;0.0;522
4893;2024/2025;3;53.333333333333336;522
4894;2022/2023;1;0.0;526
4895;2022/2023;2;0.0;526
4896;2022/2023;3;0.0;526
4897;2022/2023;4;66.66666666666666;526
4898;2022/2023;5;100.0;526
4899;2023/2024;1;0.0;526
4900;2023/2024;2;0.0;526
4901;2023/2024;3;0.0;526
4902;2023/2024;4;50.0;526
4903;2023/2024;5;50.0;526
4904;2024/2025;1;0.0;526
4905;2024/2025;2;0.0;526
4906;2024/2025;3;20.0;526
4907;2024/2025;4;33.33333333333333;526
4908;2024/2025;5;100.0;526
4909;2022/2023;1;0.0;524
4910;2022/2023;2;0.0;524
4911;2022/2023;3;0.0;524
4912;2022/2023;4;53.84615384615385;524
4913;2022/2023;5;80.0;524
4914;2023/2024;1;0.0;524
4915;2023/2024;2;0.0;524
4916;2023/2024;3;0.0;524
4917;2023/2024;4;80.0;524
4918;2023/2024;5;77.77777777777779;524
4919;2024/2025;1;0.0;524
4920;2024/2025;2;0.0;524
4921;2024/2025;3;0.0;524
4922;2024/2025;4;58.333333333333336;524
4923;2024/2025;5;88.88888888888889;524
4924;2022/2023;1;96.96969696969697;253
4925;2022/2023;2;100.0;253
4926;2022/2023;3;100.0;253
4927;2022/2023;4;100.0;253
4928;2022/2023;5;100.0;253
4929;2023/2024;1;100.0;253
4930;2023/2024;2;100.0;253
4931;2023/2024;3;100.0;253
4932;2023/2024;4;100.0;253
4933;2023/2024;5;100.0;253
4934;2024/2025;1;94.73684210526315;253
4935;2024/2025;2;100.0;253
4936;2024/2025;3;100.0;253
4937;2024/2025;4;100.0;253
4938;2024/2025;5;100.0;253
4939;2022/2023;1;90.2439024390244;525
4940;2022/2023;2;94.11764705882352;525
4941;2022/2023;3;93.54838709677419;525
4942;2022/2023;4;94.89795918367348;525
4943;2022/2023;5;96.3855421686747;525
4944;2023/2024;1;85.71428571428571;525
4945;2023/2024;2;93.82716049382715;525
4946;2023/2024;3;98.71794871794873;525
4947;2023/2024;4;91.30434782608695;525
4948;2023/2024;5;98.93617021276596;525
4949;2024/2025;1;83.51648351648352;525
4950;2024/2025;2;96.0;525
4951;2024/2025;3;96.15384615384616;525
4952;2024/2025;4;94.9367088607595;525
4953;2024/2025;5;100.0;525
4954;2022/2023;1;100.0;252
4955;2022/2023;2;100.0;252
4956;2022/2023;3;100.0;252
4957;2022/2023;4;100.0;252
4958;2022/2023;5;100.0;252
4959;2023/2024;1;100.0;252
4960;2023/2024;2;100.0;252
4961;2023/2024;3;100.0;252
4962;2023/2024;4;100.0;252
4963;2023/2024;5;95.83333333333334;252
4964;2024/2025;1;100.0;252
4965;2024/2025;2;100.0;252
4966;2024/2025;3;100.0;252
4967;2024/2025;4;100.0;252
4968;2024/2025;5;100.0;252
4969;2022/2023;1;100.0;254
4970;2022/2023;2;100.0;254
4971;2022/2023;3;100.0;254
4972;2022/2023;4;100.0;254
4973;2022/2023;5;100.0;254
4974;2023/2024;1;100.0;254
4975;2023/2024;2;100.0;254
4976;2023/2024;3;96.55172413793103;254
4977;2023/2024;4;100.0;254
4978;2023/2024;5;100.0;254
4979;2024/2025;1;100.0;254
4980;2024/2025;2;100.0;254
4981;2024/2025;3;100.0;254
4982;2024/2025;4;100.0;254
4983;2024/2025;5;100.0;254
4984;2022/2023;1;98.48484848484848;256
4985;2022/2023;2;96.72131147540983;256
4986;2022/2023;3;96.42857142857143;256
4987;2023/2024;1;95.91836734693877;256
4988;2023/2024;2;98.4375;256
4989;2023/2024;3;95.16129032258065;256
4990;2024/2025;1;98.4126984126984;256
4991;2024/2025;2;100.0;256
4992;2024/2025;3;100.0;256
4993;2022/2023;1;93.87755102040816;257
4994;2022/2023;2;95.0;257
4995;2022/2023;3;98.14814814814815;257
4996;2023/2024;1;100.0;257
4997;2023/2024;2;97.91666666666666;257
4998;2023/2024;3;91.8918918918919;257
4999;2024/2025;1;97.72727272727273;257
5000;2024/2025;2;97.87234042553192;257
5001;2024/2025;3;94.0;257
5002;2022/2023;1;85.0;728
5003;2022/2023;2;85.71428571428571;728
5004;2022/2023;3;96.875;728
5005;2022/2023;4;97.14285714285714;728
5006;2022/2023;5;94.73684210526315;728
5007;2023/2024;1;89.1891891891892;728
5008;2023/2024;2;97.22222222222221;728
5009;2023/2024;3;96.7741935483871;728
5010;2023/2024;4;100.0;728
5011;2023/2024;5;100.0;728
5012;2024/2025;1;88.63636363636364;728
5013;2024/2025;2;97.2972972972973;728
5014;2024/2025;3;100.0;728
5015;2024/2025;4;96.55172413793103;728
5016;2024/2025;5;100.0;728
5017;2022/2023;1;100.0;255
5018;2022/2023;2;100.0;255
5019;2022/2023;3;100.0;255
5020;2022/2023;4;100.0;255
5021;2022/2023;5;100.0;255
5022;2023/2024;1;100.0;255
5023;2023/2024;2;100.0;255
5024;2023/2024;3;100.0;255
5025;2023/2024;4;100.0;255
5026;2023/2024;5;100.0;255
5027;2024/2025;1;100.0;255
5028;2024/2025;2;100.0;255
5029;2024/2025;3;100.0;255
5030;2024/2025;4;100.0;255
5031;2024/2025;5;100.0;255
5032;2022/2023;1;92.0;730
5033;2022/2023;2;96.29629629629629;730
5034;2022/2023;3;100.0;730
5035;2022/2023;4;96.66666666666667;730
5036;2022/2023;5;100.0;730
5037;2023/2024;1;100.0;730
5038;2023/2024;2;100.0;730
5039;2023/2024;3;96.29629629629629;730
5040;2023/2024;4;100.0;730
5041;2023/2024;5;100.0;730
5042;2024/2025;1;94.73684210526315;730
5043;2024/2025;2;100.0;730
5044;2024/2025;3;94.44444444444444;730
5045;2024/2025;4;100.0;730
5046;2024/2025;5;100.0;730
5047;2022/2023;1;96.875;729
5048;2022/2023;2;94.11764705882352;729
5049;2022/2023;3;100.0;729
5050;2022/2023;4;100.0;729
5051;2022/2023;5;100.0;729
5052;2023/2024;1;86.95652173913044;729
5053;2023/2024;2;96.7741935483871;729
5054;2023/2024;3;100.0;729
5055;2023/2024;4;100.0;729
5056;2023/2024;5;93.33333333333333;729
5057;2024/2025;1;92.3076923076923;729
5058;2024/2025;2;94.44444444444444;729
5059;2024/2025;3;93.33333333333333;729
5060;2024/2025;4;96.7741935483871;729
5061;2024/2025;5;100.0;729
5062;2022/2023;1;100.0;733
5063;2022/2023;2;100.0;733
5064;2022/2023;3;100.0;733
5065;2022/2023;4;100.0;733
5066;2022/2023;5;100.0;733
5067;2023/2024;1;100.0;733
5068;2023/2024;2;100.0;733
5069;2023/2024;3;100.0;733
5070;2023/2024;4;100.0;733
5071;2023/2024;5;100.0;733
5072;2024/2025;1;100.0;733
5073;2024/2025;2;100.0;733
5074;2024/2025;3;96.15384615384616;733
5075;2024/2025;4;100.0;733
5076;2024/2025;5;100.0;733
5077;2022/2023;1;83.33333333333334;731
5078;2022/2023;2;100.0;731
5079;2022/2023;3;100.0;731
5080;2022/2023;4;100.0;731
5081;2022/2023;5;100.0;731
5082;2023/2024;1;87.5;731
5083;2023/2024;2;100.0;731
5084;2023/2024;3;100.0;731
5085;2023/2024;4;100.0;731
5086;2023/2024;5;100.0;731
5087;2024/2025;1;100.0;731
5088;2024/2025;2;100.0;731
5089;2024/2025;3;100.0;731
5090;2024/2025;4;100.0;731
5091;2024/2025;5;100.0;731
5092;2022/2023;1;100.0;734
5093;2022/2023;2;100.0;734
5094;2022/2023;3;100.0;734
5095;2022/2023;4;100.0;734
5096;2022/2023;5;100.0;734
5097;2023/2024;1;100.0;734
5098;2023/2024;2;100.0;734
5099;2023/2024;3;100.0;734
5100;2023/2024;4;100.0;734
5101;2023/2024;5;100.0;734
5102;2024/2025;1;100.0;734
5103;2024/2025;2;100.0;734
5104;2024/2025;3;100.0;734
5105;2024/2025;4;100.0;734
5106;2024/2025;5;100.0;734
5107;2022/2023;1;96.0;736
5108;2022/2023;2;100.0;736
5109;2022/2023;3;100.0;736
5110;2023/2024;1;100.0;736
5111;2023/2024;2;100.0;736
5112;2023/2024;3;100.0;736
5113;2024/2025;1;100.0;736
5114;2024/2025;2;96.42857142857143;736
5115;2024/2025;3;100.0;736
5116;2022/2023;1;100.0;732
5117;2022/2023;2;100.0;732
5118;2022/2023;3;100.0;732
5119;2022/2023;4;100.0;732
5120;2022/2023;5;100.0;732
5121;2023/2024;1;100.0;732
5122;2023/2024;2;100.0;732
5123;2023/2024;3;100.0;732
5124;2023/2024;4;100.0;732
5125;2023/2024;5;100.0;732
5126;2024/2025;1;100.0;732
5127;2024/2025;2;100.0;732
5128;2024/2025;3;100.0;732
5129;2024/2025;4;100.0;732
5130;2024/2025;5;100.0;732
5131;2022/2023;1;100.0;737
5132;2022/2023;2;100.0;737
5133;2022/2023;3;97.95918367346938;737
5134;2023/2024;1;100.0;737
5135;2023/2024;2;100.0;737
5136;2023/2024;3;100.0;737
5137;2024/2025;1;100.0;737
5138;2024/2025;2;100.0;737
5139;2024/2025;3;97.5;737
5140;2022/2023;1;100.0;735
5141;2022/2023;2;96.66666666666667;735
5142;2022/2023;3;100.0;735
5143;2023/2024;1;100.0;735
5144;2023/2024;2;100.0;735
5145;2023/2024;3;100.0;735
5146;2024/2025;1;100.0;735
5147;2024/2025;2;100.0;735
5148;2024/2025;3;100.0;735
5149;2022/2023;1;86.66666666666667;35
5150;2022/2023;2;0.0;35
5151;2022/2023;3;0.0;35
5152;2023/2024;1;100.0;35
5153;2023/2024;2;93.33333333333333;35
5154;2023/2024;3;0.0;35
5155;2024/2025;1;100.0;35
5156;2024/2025;2;100.0;35
5157;2024/2025;3;100.0;35
5158;2022/2023;1;94.11764705882352;557
5159;2022/2023;2;90.9090909090909;557
5160;2022/2023;3;100.0;557
5161;2022/2023;4;100.0;557
5162;2022/2023;5;100.0;557
5163;2023/2024;1;100.0;557
5164;2023/2024;2;100.0;557
5165;2023/2024;3;100.0;557
5166;2023/2024;4;100.0;557
5167;2023/2024;5;100.0;557
5168;2024/2025;1;100.0;557
5169;2024/2025;2;100.0;557
5170;2024/2025;3;100.0;557
5171;2024/2025;4;100.0;557
5172;2024/2025;5;100.0;557
5173;2022/2023;1;100.0;560
5174;2022/2023;2;82.6086956521739;560
5175;2022/2023;3;92.3076923076923;560
5176;2022/2023;4;100.0;560
5177;2022/2023;5;90.9090909090909;560
5178;2023/2024;1;92.3076923076923;560
5179;2023/2024;2;92.3076923076923;560
5180;2023/2024;3;100.0;560
5181;2023/2024;4;100.0;560
5182;2023/2024;5;100.0;560
5183;2024/2025;1;85.71428571428571;560
5184;2024/2025;2;100.0;560
5185;2024/2025;3;90.9090909090909;560
5186;2024/2025;4;100.0;560
5187;2024/2025;5;100.0;560
5188;2022/2023;1;96.7741935483871;563
5189;2022/2023;2;90.625;563
5190;2022/2023;3;93.75;563
5191;2022/2023;4;88.88888888888889;563
5192;2022/2023;5;100.0;563
5193;2023/2024;1;96.15384615384616;563
5194;2023/2024;2;93.10344827586206;563
5195;2023/2024;3;96.29629629629629;563
5196;2023/2024;4;93.75;563
5197;2023/2024;5;100.0;563
5198;2024/2025;1;97.05882352941177;563
5199;2024/2025;2;96.0;563
5200;2024/2025;3;88.88888888888889;563
5201;2024/2025;4;100.0;563
5202;2024/2025;5;90.32258064516128;563
5203;2022/2023;1;93.02325581395348;562
5204;2022/2023;2;97.61904761904762;562
5205;2022/2023;3;98.0392156862745;562
5206;2022/2023;4;96.66666666666667;562
5207;2022/2023;5;97.87234042553192;562
5208;2023/2024;1;97.5;562
5209;2023/2024;2;100.0;562
5210;2023/2024;3;97.5;562
5211;2023/2024;4;94.23076923076923;562
5212;2023/2024;5;96.55172413793103;562
5213;2024/2025;1;100.0;562
5214;2024/2025;2;100.0;562
5215;2024/2025;3;97.14285714285714;562
5216;2024/2025;4;97.14285714285714;562
5217;2024/2025;5;97.91666666666666;562
5218;2022/2023;1;94.5945945945946;561
5219;2022/2023;2;96.875;561
5220;2022/2023;3;96.7741935483871;561
5221;2022/2023;4;100.0;561
5222;2022/2023;5;100.0;561
5223;2023/2024;1;97.87234042553192;561
5224;2023/2024;2;100.0;561
5225;2023/2024;3;100.0;561
5226;2023/2024;4;100.0;561
5227;2023/2024;5;96.42857142857143;561
5228;2024/2025;1;90.625;561
5229;2024/2025;2;95.65217391304348;561
5230;2024/2025;3;100.0;561
5231;2024/2025;4;100.0;561
5232;2024/2025;5;100.0;561
5233;2022/2023;1;81.81818181818183;559
5234;2022/2023;2;97.43589743589743;559
5235;2022/2023;3;100.0;559
5236;2022/2023;4;96.15384615384616;559
5237;2022/2023;5;97.36842105263158;559
5238;2023/2024;1;95.0;559
5239;2023/2024;2;100.0;559
5240;2023/2024;3;95.1219512195122;559
5241;2023/2024;4;100.0;559
5242;2023/2024;5;100.0;559
5243;2024/2025;1;96.66666666666667;559
5244;2024/2025;2;97.36842105263158;559
5245;2024/2025;3;100.0;559
5246;2024/2025;4;100.0;559
5247;2024/2025;5;100.0;559
5248;2022/2023;1;95.23809523809523;392
5249;2022/2023;2;98.85057471264368;392
5250;2022/2023;3;97.84946236559139;392
5251;2023/2024;1;98.93617021276596;392
5252;2023/2024;2;100.0;392
5253;2023/2024;3;100.0;392
5254;2024/2025;1;100.0;392
5255;2024/2025;2;97.77777777777777;392
5256;2024/2025;3;98.91304347826086;392
5257;2022/2023;1;100.0;389
5258;2022/2023;2;100.0;389
5259;2022/2023;3;100.0;389
5260;2022/2023;4;100.0;389
5261;2022/2023;5;100.0;389
5262;2023/2024;1;100.0;389
5263;2023/2024;2;100.0;389
5264;2023/2024;3;100.0;389
5265;2023/2024;4;100.0;389
5266;2023/2024;5;100.0;389
5267;2024/2025;1;100.0;389
5268;2024/2025;2;100.0;389
5269;2024/2025;3;100.0;389
5270;2024/2025;4;98.07692307692307;389
5271;2024/2025;5;100.0;389
5272;2022/2023;1;100.0;390
5273;2022/2023;2;100.0;390
5274;2022/2023;3;100.0;390
5275;2022/2023;4;100.0;390
5276;2022/2023;5;100.0;390
5277;2023/2024;1;100.0;390
5278;2023/2024;2;100.0;390
5279;2023/2024;3;100.0;390
5280;2023/2024;4;100.0;390
5281;2023/2024;5;100.0;390
5282;2024/2025;1;100.0;390
5283;2024/2025;2;100.0;390
5284;2024/2025;3;100.0;390
5285;2024/2025;4;100.0;390
5286;2024/2025;5;100.0;390
5287;2022/2023;1;100.0;210
5288;2022/2023;2;100.0;210
5289;2022/2023;3;100.0;210
5290;2022/2023;4;100.0;210
5291;2022/2023;5;100.0;210
5292;2023/2024;1;100.0;210
5293;2023/2024;2;95.45454545454545;210
5294;2023/2024;3;100.0;210
5295;2023/2024;4;100.0;210
5296;2023/2024;5;100.0;210
5297;2024/2025;1;100.0;210
5298;2024/2025;2;100.0;210
5299;2024/2025;3;100.0;210
5300;2024/2025;4;100.0;210
5301;2024/2025;5;100.0;210
5302;2022/2023;1;100.0;212
5303;2022/2023;2;100.0;212
5304;2022/2023;3;100.0;212
5305;2023/2024;1;100.0;212
5306;2023/2024;2;100.0;212
5307;2023/2024;3;100.0;212
5308;2024/2025;1;100.0;212
5309;2024/2025;2;95.0;212
5310;2024/2025;3;94.73684210526315;212
5311;2022/2023;1;100.0;209
5312;2022/2023;2;100.0;209
5313;2022/2023;3;100.0;209
5314;2022/2023;4;100.0;209
5315;2022/2023;5;100.0;209
5316;2023/2024;1;100.0;209
5317;2023/2024;2;100.0;209
5318;2023/2024;3;100.0;209
5319;2023/2024;4;100.0;209
5320;2023/2024;5;100.0;209
5321;2024/2025;1;100.0;209
5322;2024/2025;2;100.0;209
5323;2024/2025;3;100.0;209
5324;2024/2025;4;100.0;209
5325;2024/2025;5;100.0;209
5326;2022/2023;1;100.0;211
5327;2022/2023;2;100.0;211
5328;2022/2023;3;100.0;211
5329;2023/2024;1;98.14814814814815;211
5330;2023/2024;2;100.0;211
5331;2023/2024;3;98.57142857142858;211
5332;2024/2025;1;98.33333333333333;211
5333;2024/2025;2;100.0;211
5334;2024/2025;3;98.63013698630137;211
5335;2022/2023;1;96.96969696969697;32
5336;2022/2023;2;92.06349206349206;32
5337;2022/2023;3;84.12698412698413;32
5338;2022/2023;4;92.98245614035088;32
5339;2023/2024;1;98.21428571428571;32
5340;2023/2024;2;97.01492537313433;32
5341;2023/2024;3;84.61538461538461;32
5342;2023/2024;4;84.31372549019608;32
5343;2024/2025;1;96.82539682539682;32
5344;2024/2025;2;96.66666666666667;32
5345;2024/2025;3;74.64788732394366;32
5346;2024/2025;4;92.5925925925926;32
5347;2022/2023;1;0.0;31
5348;2022/2023;2;0.0;31
5349;2022/2023;3;0.0;31
5350;2022/2023;4;0.0;31
5351;2022/2023;5;0.0;31
5352;2023/2024;1;0.0;31
5353;2023/2024;2;0.0;31
5354;2023/2024;3;0.0;31
5355;2023/2024;4;0.0;31
5356;2023/2024;5;0.0;31
5357;2024/2025;1;0.0;31
5358;2024/2025;2;0.0;31
5359;2024/2025;3;0.0;31
5360;2024/2025;4;0.0;31
5361;2024/2025;5;88.23529411764706;31
5362;2022/2023;1;0.0;23
5363;2022/2023;2;0.0;23
5364;2022/2023;3;0.0;23
5365;2022/2023;4;0.0;23
5366;2022/2023;5;0.0;23
5367;2023/2024;1;0.0;23
5368;2023/2024;2;0.0;23
5369;2023/2024;3;0.0;23
5370;2023/2024;4;0.0;23
5371;2023/2024;5;0.0;23
5372;2024/2025;1;0.0;23
5373;2024/2025;2;0.0;23
5374;2024/2025;3;0.0;23
5375;2024/2025;4;0.0;23
5376;2024/2025;5;71.875;23
5377;2022/2023;1;78.35051546391753;24
5378;2022/2023;2;71.60493827160494;24
5379;2022/2023;3;77.02702702702703;24
5380;2022/2023;4;87.27272727272727;24
5381;2023/2024;1;69.76744186046511;24
5382;2023/2024;2;80.41237113402062;24
5383;2023/2024;3;74.28571428571429;24
5384;2023/2024;4;80.48780487804879;24
5385;2024/2025;1;74.0;24
5386;2024/2025;2;87.67123287671232;24
5387;2024/2025;3;87.5;24
5388;2024/2025;4;92.5;24
5389;2022/2023;1;74.13793103448276;21
5390;2022/2023;2;91.48936170212765;21
5391;2022/2023;3;95.91836734693877;21
5392;2022/2023;4;100.0;21
5393;2023/2024;1;62.857142857142854;21
5394;2023/2024;2;97.67441860465115;21
5395;2023/2024;3;100.0;21
5396;2023/2024;4;97.05882352941177;21
5397;2024/2025;1;85.41666666666666;21
5398;2024/2025;2;96.0;21
5399;2024/2025;3;92.3076923076923;21
5400;2024/2025;4;100.0;21
5401;2022/2023;1;0.0;19
5402;2022/2023;2;0.0;19
5403;2022/2023;3;0.0;19
5404;2022/2023;4;0.0;19
5405;2022/2023;5;0.0;19
5406;2023/2024;1;0.0;19
5407;2023/2024;2;0.0;19
5408;2023/2024;3;0.0;19
5409;2023/2024;4;0.0;19
5410;2023/2024;5;0.0;19
5411;2024/2025;1;0.0;19
5412;2024/2025;2;0.0;19
5413;2024/2025;3;0.0;19
5414;2024/2025;4;0.0;19
5415;2024/2025;5;86.66666666666667;19
5416;2022/2023;1;0.0;20
5417;2022/2023;2;0.0;20
5418;2022/2023;3;0.0;20
5419;2022/2023;4;0.0;20
5420;2022/2023;5;0.0;20
5421;2023/2024;1;0.0;20
5422;2023/2024;2;0.0;20
5423;2023/2024;3;0.0;20
5424;2023/2024;4;0.0;20
5425;2023/2024;5;0.0;20
5426;2024/2025;1;0.0;20
5427;2024/2025;2;0.0;20
5428;2024/2025;3;0.0;20
5429;2024/2025;4;0.0;20
5430;2024/2025;5;94.73684210526315;20
5431;2022/2023;1;71.42857142857143;22
5432;2022/2023;2;96.0;22
5433;2022/2023;3;82.05128205128204;22
5434;2022/2023;4;87.5;22
5435;2023/2024;1;67.56756756756756;22
5436;2023/2024;2;84.61538461538461;22
5437;2023/2024;3;86.20689655172413;22
5438;2023/2024;4;96.0;22
5439;2024/2025;1;86.20689655172413;22
5440;2024/2025;2;100.0;22
5441;2024/2025;3;92.5925925925926;22
5442;2024/2025;4;100.0;22
5443;2022/2023;1;100.0;185
5444;2022/2023;2;100.0;185
5445;2022/2023;3;100.0;185
5446;2022/2023;4;100.0;185
5447;2022/2023;5;100.0;185
5448;2023/2024;1;100.0;185
5449;2023/2024;2;100.0;185
5450;2023/2024;3;100.0;185
5451;2023/2024;4;100.0;185
5452;2023/2024;5;100.0;185
5453;2024/2025;1;100.0;185
5454;2024/2025;2;100.0;185
5455;2024/2025;3;100.0;185
5456;2024/2025;4;100.0;185
5457;2024/2025;5;100.0;185
5458;2022/2023;1;100.0;183
5459;2022/2023;2;100.0;183
5460;2022/2023;3;100.0;183
5461;2022/2023;4;100.0;183
5462;2022/2023;5;100.0;183
5463;2023/2024;1;100.0;183
5464;2023/2024;2;100.0;183
5465;2023/2024;3;100.0;183
5466;2023/2024;4;100.0;183
5467;2023/2024;5;100.0;183
5468;2024/2025;1;100.0;183
5469;2024/2025;2;100.0;183
5470;2024/2025;3;100.0;183
5471;2024/2025;4;100.0;183
5472;2024/2025;5;100.0;183
5473;2022/2023;1;100.0;184
5474;2022/2023;2;100.0;184
5475;2022/2023;3;100.0;184
5476;2022/2023;4;100.0;184
5477;2022/2023;5;100.0;184
5478;2023/2024;1;100.0;184
5479;2023/2024;2;100.0;184
5480;2023/2024;3;100.0;184
5481;2023/2024;4;100.0;184
5482;2023/2024;5;100.0;184
5483;2024/2025;1;100.0;184
5484;2024/2025;2;100.0;184
5485;2024/2025;3;100.0;184
5486;2024/2025;4;100.0;184
5487;2024/2025;5;100.0;184
5488;2022/2023;1;100.0;186
5489;2022/2023;2;97.33333333333334;186
5490;2022/2023;3;97.05882352941177;186
5491;2023/2024;1;98.71794871794873;186
5492;2023/2024;2;96.61016949152543;186
5493;2023/2024;3;96.05263157894737;186
5494;2024/2025;1;95.38461538461539;186
5495;2024/2025;2;96.29629629629629;186
5496;2024/2025;3;96.55172413793103;186
5497;2022/2023;1;100.0;337
5498;2022/2023;2;100.0;337
5499;2022/2023;3;100.0;337
5500;2022/2023;4;100.0;337
5501;2022/2023;5;100.0;337
5502;2023/2024;1;93.75;337
5503;2023/2024;2;100.0;337
5504;2023/2024;3;100.0;337
5505;2023/2024;4;100.0;337
5506;2023/2024;5;100.0;337
5507;2024/2025;1;100.0;337
5508;2024/2025;2;100.0;337
5509;2024/2025;3;100.0;337
5510;2024/2025;4;100.0;337
5511;2024/2025;5;100.0;337
5512;2022/2023;1;100.0;336
5513;2022/2023;2;100.0;336
5514;2022/2023;3;100.0;336
5515;2022/2023;4;100.0;336
5516;2022/2023;5;100.0;336
