main institute;school;miur code;entity;address;miur code list;school count;check
"istituto di istruzione ""m. martini"" - mezzolombardo";istituto tecnico per il settore economico serale;tnrc00350n;school;via perlasca, 4 38017;tnrc00350n|tnps00301r|tnct70400v|tntd00301l|tnis00300a;8;3
"istituto di istruzione ""m. martini"" - mezzolombardo";istituto tecnico per il settore tecnologico;tntd00301l;school;via perlasca, 4 38017;tnrc00350n|tnps00301r|tnct70400v|tntd00301l|tnis00300a;8;3
"istituto di istruzione ""m. martini"" - mezzolombardo";liceo del made in italy;tnps00301r;school;via perlasca, 4 38017;tnrc00350n|tnps00301r|tnct70400v|tntd00301l|tnis00300a;8;3
"istituto di istruzione ""m. martini"" - mezzolombardo";liceo delle scienze umane opzione economico sociale;tnps00301r;school;via perlasca, 4 38017;tnrc00350n|tnps00301r|tnct70400v|tntd00301l|tnis00300a;8;3
"istituto di istruzione ""m. martini"" - mezzolombardo";liceo scientifico;tnps00301r;school;via perlasca, 4 38017;tnrc00350n|tnps00301r|tnct70400v|tntd00301l|tnis00300a;8;3
"istituto di istruzione ""m. martini"" - mezzolombardo";liceo scientifico opzione scienze applicate;tnps00301r;school;via perlasca, 4 38017;tnrc00350n|tnps00301r|tnct70400v|tntd00301l|tnis00300a;8;3
istituto gardascuola;;;institute;via xxiv maggio, 1 38062;tntn04500g|tn1e00800n|tnps00500b|tn1m00800v;5;1
istituto gardascuola;istituto tecnico per il settore economico;tntn04500g;school;via xxiv maggio, 1 38062;tntn04500g|tn1e00800n|tnps00500b|tn1m00800v;5;1
istituto gardascuola;istituto tecnico per il settore tecnologico;tntn04500g;school;via xxiv maggio, 1 38062;tntn04500g|tn1e00800n|tnps00500b|tn1m00800v;5;1
istituto gardascuola;liceo scientifico opzione scienze applicate;tnps00500b;school;via xxiv maggio, 1 38062;tntn04500g|tn1e00800n|tnps00500b|tn1m00800v;5;1
istituto gardascuola;scuola primaria gardascuola arco;tn1e00800n;school;via xxiv maggio, 1 38062;tntn04500g|tn1e00800n|tnps00500b|tn1m00800v;5;1
istituto gardascuola;scuola secondaria di primo grado gardascuola arco;tn1m00800v;school;via xxiv maggio, 1 38062;tntn04500g|tn1e00800n|tnps00500b|tn1m00800v;5;1
istituto sacro cuore - trento;;;institute;piazza s teresa verzeri, 4 38122;tnpsi8500o|tnpm015003|tn1m006007|tn1e00300e;5;1
istituto sacro cuore - trento;liceo artistico;tnpm015003;school;piazza s teresa verzeri, 4 38122;tnpsi8500o|tnpm015003|tn1m006007|tn1e00300e;5;1
istituto sacro cuore - trento;liceo delle scienze umane;tnpm015003;school;piazza s teresa verzeri, 4 38122;tnpsi8500o|tnpm015003|tn1m006007|tn1e00300e;5;1
istituto sacro cuore - trento;liceo scientifico opzione scienze applicate;tnpsi8500o;school;piazza s teresa verzeri, 4 38122;tnpsi8500o|tnpm015003|tn1m006007|tn1e00300e;5;1
istituto sacro cuore - trento;scuola primaria sacro cuore trento;tn1e00300e;school;piazza s teresa verzeri, 4 38122;tnpsi8500o|tnpm015003|tn1m006007|tn1e00300e;5;1
istituto sacro cuore - trento;scuola secondaria di primo grado sacro cuore trento;tn1m006007;school;piazza s teresa verzeri, 4 38122;tnpsi8500o|tnpm015003|tn1m006007|tn1e00300e;5;1
istituto salesiano maria ausiliatrice - trento;;;institute;via barbacovi, 22 38122;tn1m00500b;1;0
istituto salesiano maria ausiliatrice - trento;scuola secondaria di primo grado maria ausiliatrice trento;tn1m00500b;school;via barbacovi, 22 38122;tn1m00500b;1;0
istituto salesiano s. croce - mezzano;;;institute;via molaren, 29 38050;tn1e00200p|tn1m001004;2;0
istituto salesiano s. croce - mezzano;scuola primaria santa croce mezzano;tn1e00200p;school;via molaren, 29 38050;tn1e00200p|tn1m001004;2;0
istituto salesiano s. croce - mezzano;scuola secondaria di primo grado santa croce mezzano;tn1m001004;school;via molaren, 29 38050;tn1e00200p|tn1m001004;2;0
"istituto tecnico economico ""a. tambosi"" - trento";;tntd18000t;institute;via brigata acqui, 19 38122;tntd18000t|tntd180507;2;0
"istituto tecnico economico ""a. tambosi"" - trento";istituto tecnico per il settore economico;tntd18000t;school;via brigata acqui, 19 38122;tntd18000t|tntd180507;2;0
"istituto tecnico economico ""a. tambosi"" - trento";istituto tecnico per il settore economico serale;tntd180507;school;via brigata acqui, 19 38122;tntd18000t|tntd180507;2;0
"istituto tecnico economico e tecnologico ""c.a. pilati"" - cles";;tntd100001;institute;via iv novembre, 35 38023;tntd100001|tnct709002|tntd10050a;5;2
"istituto tecnico economico e tecnologico ""c.a. pilati"" - cles";educazione per adulti relativa al primo ciclo;tnct709002;school;via iv novembre, 35 38023;tntd100001|tnct709002|tntd10050a;5;2
"istituto tecnico economico e tecnologico ""c.a. pilati"" - cles";istituto tecnico per il settore economico;tntd100001;school;via iv novembre, 35 38023;tntd100001|tnct709002|tntd10050a;5;2
"istituto tecnico economico e tecnologico ""c.a. pilati"" - cles";istituto tecnico per il settore economico serale;tntd10050a;school;via iv novembre, 35 38023;tntd100001|tnct709002|tntd10050a;5;2
"istituto tecnico economico e tecnologico ""c.a. pilati"" - cles";istituto tecnico per il settore tecnologico;tntd100001;school;via iv novembre, 35 38023;tntd100001|tnct709002|tntd10050a;5;2
"istituto tecnico economico e tecnologico ""c.a. pilati"" - cles";istituto tecnico per il settore tecnologico serale;tntd10050a;school;via iv novembre, 35 38023;tntd100001|tnct709002|tntd10050a;5;2
"istituto tecnico economico e tecnologico ""f. e g. fontana"" - rovereto";;tntd020009;institute;via del teatro, 4 38068;tntd020009|tntd02050p;4;2
"istituto tecnico economico e tecnologico ""f. e g. fontana"" - rovereto";istituto tecnico per il settore economico;tntd020009;school;via del teatro, 4 38068;tntd020009|tntd02050p;4;2
"istituto tecnico economico e tecnologico ""f. e g. fontana"" - rovereto";istituto tecnico per il settore economico serale;tntd02050p;school;via del teatro, 4 38068;tntd020009|tntd02050p;4;2
"istituto tecnico economico e tecnologico ""f. e g. fontana"" - rovereto";istituto tecnico per il settore tecnologico;tntd020009;school;via del teatro, 4 38068;tntd020009|tntd02050p;4;2
"istituto tecnico economico e tecnologico ""f. e g. fontana"" - rovereto";istituto tecnico per il settore tecnologico serale;tntd02050p;school;via del teatro, 4 38068;tntd020009|tntd02050p;4;2
"istituto tecnico economico e tecnologico ""g. floriani"" - riva del garda";;tnis00800d;institute;viale dei tigli, 43 38066;tntd008515|tntd00801q|tnis00800d|tnct702007;5;1
"istituto tecnico economico e tecnologico ""g. floriani"" - riva del garda";educazione per adulti relativa al primo ciclo;tnct702007;school;viale dei tigli, 43 38066;tntd008515|tntd00801q|tnis00800d|tnct702007;5;1
"istituto tecnico economico e tecnologico ""g. floriani"" - riva del garda";istituto tecnico per il settore economico;tntd00801q;school;viale dei tigli, 43 38066;tntd008515|tntd00801q|tnis00800d|tnct702007;5;1
"istituto tecnico economico e tecnologico ""g. floriani"" - riva del garda";istituto tecnico per il settore economico serale;tntd008515;school;viale dei tigli, 43 38066;tntd008515|tntd00801q|tnis00800d|tnct702007;5;1
"istituto tecnico economico e tecnologico ""g. floriani"" - riva del garda";istituto tecnico per il settore tecnologico;tntd00801q;school;viale dei tigli, 43 38066;tntd008515|tntd00801q|tnis00800d|tnct702007;5;1
"istituto tecnico economico e tecnologico ""g. floriani"" - riva del garda";istituto tecnico per il settore tecnologico serale;tntd008515;school;viale dei tigli, 43 38066;tntd008515|tntd00801q|tnis00800d|tnct702007;5;1
"istituto tecnico tecnologico ""g. marconi"" - rovereto";;tntf02000g;institute;via monti, 1 38068;tntf02000g|tntf020501;2;0
"istituto tecnico tecnologico ""g. marconi"" - rovereto";istituto tecnico per il settore tecnologico;tntf02000g;school;via monti, 1 38068;tntf02000g|tntf020501;2;0
"istituto tecnico tecnologico ""g. marconi"" - rovereto";istituto tecnico per il settore tecnologico serale;tntf020501;school;via monti, 1 38068;tntf02000g|tntf020501;2;0
"istituto tecnico tecnologico ""m. buonarroti"" - trento";;tnis013001;institute;via brigata acqui, 15 38122;tntf01351v|tntf01301d|tnis013001;2;4294967295
"istituto tecnico tecnologico ""m. buonarroti"" - trento";istituto tecnico per il settore tecnologico;tntf01301d;school;via brigata acqui, 15 38122;tntf01351v|tntf01301d|tnis013001;2;4294967295
"istituto tecnico tecnologico ""m. buonarroti"" - trento";istituto tecnico per il settore tecnologico serale;tntf01351v;school;via brigata acqui, 15 38122;tntf01351v|tntf01301d|tnis013001;2;4294967295
"liceo ""a. maffei"" - riva del garda";;tnpc01000q;institute;via alberti lutti, 7 38066;tnpc01000q;6;5
"liceo ""a. maffei"" - riva del garda";liceo classico;tnpc01000q;school;via alberti lutti, 7 38066;tnpc01000q;6;5
"liceo ""a. maffei"" - riva del garda";liceo delle scienze umane;tnpc01000q;school;via alberti lutti, 7 38066;tnpc01000q;6;5
"liceo ""a. maffei"" - riva del garda";liceo linguistico;tnpc01000q;school;via alberti lutti, 7 38066;tnpc01000q;6;5
"liceo ""a. maffei"" - riva del garda";liceo musicale e coreutico;tnpc01000q;school;via alberti lutti, 7 38066;tnpc01000q;6;5
"liceo ""a. maffei"" - riva del garda";liceo scientifico;tnpc01000q;school;via alberti lutti, 7 38066;tnpc01000q;6;5
"liceo ""a. maffei"" - riva del garda";liceo scientifico opzione scienze applicate;tnpc01000q;school;via alberti lutti, 7 38066;tnpc01000q;6;5
"liceo ""a. rosmini"" - rovereto";;tnpc02000a;institute;corso bettini, 86 38068;tnpc02000a;4;3
"liceo ""a. rosmini"" - rovereto";liceo classico;tnpc02000a;school;corso bettini, 86 38068;tnpc02000a;4;3
"liceo ""a. rosmini"" - rovereto";liceo linguistico;tnpc02000a;school;corso bettini, 86 38068;tnpc02000a;4;3
"liceo ""a. rosmini"" - rovereto";liceo scientifico;tnpc02000a;school;corso bettini, 86 38068;tnpc02000a;4;3
"liceo ""a. rosmini"" - rovereto";liceo scientifico opzione scienze applicate;tnpc02000a;school;corso bettini, 86 38068;tnpc02000a;4;3
"liceo ""a. rosmini"" - trento";;tnpm01000x;institute;via malfatti, 2 38122;tnpm010509|tnpm01000x|tnct70500p;7;4
"liceo ""a. rosmini"" - trento";cc educazione adulti alberghiero;;school;via malfatti, 2 38122;tnpm010509|tnpm01000x|tnct70500p;7;4
"liceo ""a. rosmini"" - trento";cc educazione adulti secondo ciclo les;;school;via malfatti, 2 38122;tnpm010509|tnpm01000x|tnct70500p;7;4
"liceo ""a. rosmini"" - trento";educazione per adulti relativa al primo ciclo;tnct70500p;school;via malfatti, 2 38122;tnpm010509|tnpm01000x|tnct70500p;7;4
"liceo ""a. rosmini"" - trento";liceo del made in italy;tnpm01000x;school;via malfatti, 2 38122;tnpm010509|tnpm01000x|tnct70500p;7;4
"liceo ""a. rosmini"" - trento";liceo delle scienze umane;tnpm01000x;school;via malfatti, 2 38122;tnpm010509|tnpm01000x|tnct70500p;7;4
"liceo ""a. rosmini"" - trento";liceo delle scienze umane opzione economico sociale;tnpm01000x;school;via malfatti, 2 38122;tnpm010509|tnpm01000x|tnct70500p;7;4
"liceo ""a. rosmini"" - trento";liceo delle scienze umane opzione economico sociale serale;tnpm010509;school;via malfatti, 2 38122;tnpm010509|tnpm01000x|tnct70500p;7;4
"liceo ""b. russell"" - cles";;tnis00600t;institute;via iv novembre, 35 38023;tnps006018|tnis00600t|tnpm006019;7;4
"liceo ""b. russell"" - cles";liceo classico;tnpm006019;school;via iv novembre, 35 38023;tnps006018|tnis00600t|tnpm006019;7;4
"liceo ""b. russell"" - cles";liceo del made in italy;;school;via iv novembre, 35 38023;tnps006018|tnis00600t|tnpm006019;7;4
"liceo ""b. russell"" - cles";liceo delle scienze umane;tnpm006019;school;via iv novembre, 35 38023;tnps006018|tnis00600t|tnpm006019;7;4
"liceo ""b. russell"" - cles";liceo delle scienze umane opzione economico sociale;tnpm006019;school;via iv novembre, 35 38023;tnps006018|tnis00600t|tnpm006019;7;4
"liceo ""b. russell"" - cles";liceo linguistico;tnps006018;school;via iv novembre, 35 38023;tnps006018|tnis00600t|tnpm006019;7;4
"liceo ""b. russell"" - cles";liceo scientifico;tnps006018;school;via iv novembre, 35 38023;tnps006018|tnis00600t|tnpm006019;7;4
"liceo ""b. russell"" - cles";liceo scientifico opzione scienze applicate;tnps006018;school;via iv novembre, 35 38023;tnps006018|tnis00600t|tnpm006019;7;4
"liceo ""f. filzi"" - rovereto";;tnpm02000e;institute;corso rosmini, 61 38068;tnpm02000e;2;1
"liceo ""f. filzi"" - rovereto";liceo delle scienze umane;tnpm02000e;school;corso rosmini, 61 38068;tnpm02000e;2;1
"liceo ""f. filzi"" - rovereto";liceo delle scienze umane opzione economico sociale;tnpm02000e;school;corso rosmini, 61 38068;tnpm02000e;2;1
"liceo classico ""g. prati"" - trento";;tnpc04000g;institute;via s trinita, 38 38122;tnpc04000g;1;0
"liceo classico ""g. prati"" - trento";liceo classico;tnpc04000g;school;via s trinita, 38 38122;tnpc04000g;1;0
"liceo delle arti di trento e rovereto ""vittoria-bonporti-depero""";;tnsd02000x;institute;via zambra, 3 38121;tnsd020011|tnsd02000x;3;1
"liceo delle arti di trento e rovereto ""vittoria-bonporti-depero""";"liceo artistico ""depero""- rovereto";tnsd020011;school;via delle fosse, 9 38068;tnsd020011|tnsd02000x;3;1
"liceo delle arti di trento e rovereto ""vittoria-bonporti-depero""";"liceo artistico ""vittoria"" - trento";tnsd02000x;school;via zambra, 3 38121;tnsd020011|tnsd02000x;3;1
"liceo delle arti di trento e rovereto ""vittoria-bonporti-depero""";liceo musicale coreutico;tnsd02000x;school;vicolo s maria maddalena, 16 38122;tnsd020011|tnsd02000x;3;1
"liceo linguistico ""s. m. scholl"" - trento";;tnps11000q;institute;via mattioli, 8 38122;tnps11000q;1;0
"liceo linguistico ""s. m. scholl"" - trento";liceo linguistico;tnps11000q;school;via mattioli, 8 38122;tnps11000q;1;0
"liceo scientifico ""g. galilei"" - trento";;tnps01000v;institute;viale bolognini, 88 38122;tnps01000v;2;1
"liceo scientifico ""g. galilei"" - trento";liceo scientifico;tnps01000v;school;viale bolognini, 88 38122;tnps01000v;2;1
"liceo scientifico ""g. galilei"" - trento";liceo scientifico opzione scienze applicate;tnps01000v;school;viale bolognini, 88 38122;tnps01000v;2;1
"liceo scientifico ""l. da vinci"" - trento";;tnps02000d;institute;via madruzzo, 24 38122;tnps02000d;2;1
"liceo scientifico ""l. da vinci"" - trento";liceo scientifico;tnps02000d;school;via madruzzo, 24 38122;tnps02000d;2;1
"liceo scientifico ""l. da vinci"" - trento";liceo scientifico opzione scienze applicate;tnps02000d;school;via madruzzo, 24 38122;tnps02000d;2;1
polo giuseppe veronesi;;tncf002001;institute;piazzale orsi, 1 38068;tncf002001|tnpsid500s;4;2
polo giuseppe veronesi;capes - settore industria e artigianato;tncf002001;school;piazzale orsi, 1 38068;tncf002001|tnpsid500s;4;2
polo giuseppe veronesi;liceo scientifico opzione scienze applicate steam;tnpsid500s;school;piazzale orsi, 1 38068;tncf002001|tnpsid500s;4;2
polo giuseppe veronesi;settore industria e artigianato;tncf002001;school;piazzale orsi, 1 38068;tncf002001|tnpsid500s;4;2
polo giuseppe veronesi;settore industria e artigianato serale;;school;piazzale orsi, 1 38068;tncf002001|tnpsid500s;4;2
scuola dell'infanzia di ala;;;institute;via de ferrari, 1 38061;"";1;1
scuola dell'infanzia di ala;scuola dell'infanzia di ala;;school;via de ferrari, 1 38061;"";1;1
scuola dell'infanzia di albiano;;;institute;via s antonio, 22 38041;"";1;1
scuola dell'infanzia di albiano;scuola dell'infanzia di albiano;;school;via s antonio, 22 38041;"";1;1
scuola dell'infanzia di aldeno;;;institute;via xxv aprile, 5 38060;"";1;1
scuola dell'infanzia di aldeno;scuola dell'infanzia di aldeno;;school;via xxv aprile, 5 38060;"";1;1
scuola dell'infanzia di andalo;;;institute;via paganella, 5 38010;"";1;1
scuola dell'infanzia di andalo;scuola dell'infanzia di andalo;;school;via paganella, 5 38010;"";1;1
scuola dell'infanzia di arco;;;institute;viale capitelli, 16 38062;"";1;1
scuola dell'infanzia di arco;scuola dell'infanzia di arco;;school;viale capitelli, 16 38062;"";1;1
scuola dell'infanzia di avio;;;institute;via dante, 5 38063;"";1;1
scuola dell'infanzia di avio;scuola dell'infanzia di avio;;school;via dante, 5 38063;"";1;1
scuola dell'infanzia di barco di levico;;;institute;via di s taddeo, 8 38056;"";1;1
scuola dell'infanzia di barco di levico;scuola dell'infanzia di barco di levico;;school;via di s taddeo, 8 38056;"";1;1
scuola dell'infanzia di bolognano;;;institute;piazza vittoria, 1 38062;"";1;1
scuola dell'infanzia di bolognano;scuola dell'infanzia di bolognano;;school;piazza vittoria, 1 38062;"";1;1
scuola dell'infanzia di bondone;;;institute;via giusti, 46 38080;"";1;1
scuola dell'infanzia di bondone;scuola dell'infanzia di bondone;;school;via giusti, 46 38080;"";1;1
scuola dell'infanzia di borgo sacco;;;institute;via fedrigotti, 9 38068;"";1;1
scuola dell'infanzia di borgo sacco;scuola dell'infanzia di borgo sacco;;school;via fedrigotti, 9 38068;"";1;1
scuola dell'infanzia di borgo valsugana;;;institute;piazza romani, 8 38051;"";1;1
scuola dell'infanzia di borgo valsugana;scuola dell'infanzia di borgo valsugana;;school;piazza romani, 8 38051;"";1;1
"scuola dell'infanzia di breguzzo - bondo ""giuseppina bonazza odv""";;;institute;via marconi - breguzzo, 5 38087;"";1;1
"scuola dell'infanzia di breguzzo - bondo ""giuseppina bonazza odv""";"scuola dell'infanzia di breguzzo - bondo  ""giuseppina bonazza odv""";;school;via marconi - breguzzo, 5 38087;"";1;1
scuola dell'infanzia di brentonico;;;institute;via mantova, 5 38060;"";1;1
scuola dell'infanzia di brentonico;scuola dell'infanzia di brentonico;;school;via mantova, 5 38060;"";1;1
scuola dell'infanzia di calceranica;;;institute;via cavour, 2 38050;"";1;1
scuola dell'infanzia di calceranica;scuola dell'infanzia di calceranica;;school;via cavour, 2 38050;"";1;1
scuola dell'infanzia di campitello di fassa;;;institute;strèda sènc felip e giacum, 9 38031;"";1;1
scuola dell'infanzia di campitello di fassa;scuola dell'infanzia di campitello di fassa;;school;strèda sènc felip e giacum, 9 38031;"";1;1
scuola dell'infanzia di campodenno;;;institute;via s maurizio, 3 38010;"";1;1
scuola dell'infanzia di campodenno;scuola dell'infanzia di campodenno;;school;via s maurizio, 3 38010;"";1;1
scuola dell'infanzia di carano;;;institute;via giovanelli, 40 38033;"";1;1
scuola dell'infanzia di carano;scuola dell'infanzia di carano;;school;via giovanelli, 40 38033;"";1;1
scuola dell'infanzia di carisolo;;;institute;viale trento, 4 38080;"";1;1
scuola dell'infanzia di carisolo;scuola dell'infanzia di carisolo;;school;viale trento, 4 38080;"";1;1
scuola dell'infanzia di casez;;;institute;via della pontara - casez, 10 38010;"";1;1
scuola dell'infanzia di casez;scuola dell'infanzia di casez;;school;via della pontara - casez, 10 38010;"";1;1
scuola dell'infanzia di castellano;;;institute;via caduti, 1 38060;"";1;1
scuola dell'infanzia di castellano;scuola dell'infanzia di castellano;;school;via caduti, 1 38060;"";1;1
scuola dell'infanzia di castello di fiemme;;;institute;via latemar, 2 38030;"";1;1
scuola dell'infanzia di castello di fiemme;scuola dell'infanzia di castello di fiemme;;school;via latemar, 2 38030;"";1;1
scuola dell'infanzia di castelnuovo;;;institute;piazza municipio, 2 38050;"";1;1
scuola dell'infanzia di castelnuovo;scuola dell'infanzia di castelnuovo;;school;piazza municipio, 2 38050;"";1;1
scuola dell'infanzia di cavalese;;;institute;via regolani, 4 38033;"";1;1
scuola dell'infanzia di cavalese;scuola dell'infanzia di cavalese;;school;via regolani, 4 38033;"";1;1
scuola dell'infanzia di cavedine;;;institute;via iv novembre, 19 38073;"";1;1
scuola dell'infanzia di cavedine;scuola dell'infanzia di cavedine;;school;via iv novembre, 19 38073;"";1;1
scuola dell'infanzia di cembra;;;institute;piazza zanotelli - cembra, 1 38034;"";1;1
scuola dell'infanzia di cembra;scuola dell'infanzia di cembra;;school;piazza zanotelli - cembra, 1 38034;"";1;1
scuola dell'infanzia di chizzola;;;institute;via canestrini - chizzola, 1 38061;"";1;1
scuola dell'infanzia di chizzola;scuola dell'infanzia di chizzola;;school;via canestrini - chizzola, 1 38061;"";1;1
scuola dell'infanzia di cles;;;institute;via mattioli, 13 38023;"";1;1
scuola dell'infanzia di cles;scuola dell'infanzia di cles;;school;via mattioli, 13 38023;"";1;1
scuola dell'infanzia di cloz e brez;;;institute;via di s stefano, 2/a 38028;"";1;1
scuola dell'infanzia di cloz e brez;scuola dell'infanzia di cloz e brez;;school;via di s stefano, 2/a 38028;"";1;1
scuola dell'infanzia di condino;;;institute;via roma - condino, 37 38083;"";1;1
scuola dell'infanzia di condino;scuola dell'infanzia di condino;;school;via roma - condino, 37 38083;"";1;1
scuola dell'infanzia di coredo;;;institute;via delle antiche fontane - coredo, 20 38012;"";1;1
scuola dell'infanzia di coredo;scuola dell'infanzia di coredo;;school;via delle antiche fontane - coredo, 20 38012;"";1;1
scuola dell'infanzia di cristo re -trento;;;institute;via bresadola, 6 38121;"";1;1
scuola dell'infanzia di cristo re -trento;scuola dell'infanzia di cristo re -trento;;school;via bresadola, 6 38121;"";1;1
scuola dell'infanzia di crosano;;;institute;via s biagio, 30 38060;"";1;1
scuola dell'infanzia di crosano;scuola dell'infanzia di crosano;;school;via s biagio, 30 38060;"";1;1
"scuola dell'infanzia di daone ""asilo infantile di daone odv""";;;institute;via re di castello - daone, 57 38080;"";1;1
"scuola dell'infanzia di daone ""asilo infantile di daone odv""";"scuola dell'infanzia di daone ""asilo infantile di daone odv""";;school;via re di castello - daone, 57 38080;"";1;1
scuola dell'infanzia di denno;;;institute;via ossanna, 3 38010;"";1;1
scuola dell'infanzia di denno;scuola dell'infanzia di denno;;school;via ossanna, 3 38010;"";1;1
scuola dell'infanzia di dimaro;;;institute;via alla chiesa - dimaro, 26 38025;"";1;1
scuola dell'infanzia di dimaro;scuola dell'infanzia di dimaro;;school;via alla chiesa - dimaro, 26 38025;"";1;1
scuola dell'infanzia di faver;;;institute;via perlaia - faver, 17 38030;"";1;1
scuola dell'infanzia di faver;scuola dell'infanzia di faver;;school;via perlaia - faver, 17 38030;"";1;1
scuola dell'infanzia di fiavè;;;institute;piazza s sebastiano, 24 38075;"";1;1
scuola dell'infanzia di fiavè;scuola dell'infanzia di fiavè;;school;piazza s sebastiano, 24 38075;"";1;1
scuola dell'infanzia di fiera di primiero;;;institute;viale marconi - pieve, 1 38054;"";1;1
scuola dell'infanzia di fiera di primiero;scuola dell'infanzia di fiera di primiero;;school;viale marconi - pieve, 1 38054;"";1;1
scuola dell'infanzia di fondo;;;institute;piazza don stefenelli - fondo, 5 38020;"";1;1
scuola dell'infanzia di fondo;scuola dell'infanzia di fondo;;school;piazza don stefenelli - fondo, 5 38020;"";1;1
scuola dell'infanzia di fornace;;;institute;via del borgolet, 16 38040;"";1;1
scuola dell'infanzia di fornace;scuola dell'infanzia di fornace;;school;via del borgolet, 16 38040;"";1;1
scuola dell'infanzia di gardolo;;;institute;via s anna, 9 38121;"";1;1
scuola dell'infanzia di gardolo;scuola dell'infanzia di gardolo;;school;via s anna, 9 38121;"";1;1
scuola dell'infanzia di ghiaie di gardolo;;;institute;via del loghét, 69 38121;"";1;1
scuola dell'infanzia di ghiaie di gardolo;scuola dell'infanzia di ghiaie di gardolo;;school;via del loghét, 69 38121;"";1;1
scuola dell'infanzia di grigno;;;institute;via nazario sauro, 25 38055;"";1;1
scuola dell'infanzia di grigno;scuola dell'infanzia di grigno;;school;via nazario sauro, 25 38055;"";1;1
scuola dell'infanzia di ischia di pergine;;;institute;piazza delle nogare, 2 38057;"";1;1
scuola dell'infanzia di ischia di pergine;scuola dell'infanzia di ischia di pergine;;school;piazza delle nogare, 2 38057;"";1;1
"scuola dell'infanzia di lavis "" madre maddalena di canossa odv""";;;institute;via dei colli, 4 38015;"";1;1
"scuola dell'infanzia di lavis "" madre maddalena di canossa odv""";"scuola dell'infanzia di lavis  ""madre maddalena di canossa odv""";;school;via dei colli, 4 38015;"";1;1
"scuola dell'infanzia di lizzana ""asilo infantile di lizzana odv""";;;institute;via brigata mantova, 1 38068;"";1;1
"scuola dell'infanzia di lizzana ""asilo infantile di lizzana odv""";"scuola dell'infanzia di lizzana ""asilo infantile di lizzana odv""";;school;via brigata mantova, 1 38068;"";1;1
"scuola dell'infanzia di lizzanella ""asilo infantile di lizzanella odv""";;;institute;corso verona, 109 38068;"";1;1
"scuola dell'infanzia di lizzanella ""asilo infantile di lizzanella odv""";"scuola dell'infanzia di lizzanella ""asilo infantile di lizzanella odv""";;school;corso verona, 109 38068;"";1;1
scuola dell'infanzia di lodrone odv;;;institute;salita alla bastia, 2 38089;"";1;1
scuola dell'infanzia di lodrone odv;scuola dell'infanzia di lodrone odv;;school;salita alla bastia, 2 38089;"";1;1
scuola dell'infanzia di lona;;;institute;via s rocco, 14 38040;"";1;1
scuola dell'infanzia di lona;scuola dell'infanzia di lona;;school;via s rocco, 14 38040;"";1;1
scuola dell'infanzia di madonna di campiglio;;;institute;via serafini - madonna di campiglio, 13 38070;"";1;1
scuola dell'infanzia di madonna di campiglio;scuola dell'infanzia di madonna di campiglio;;school;via serafini - madonna di campiglio, 13 38070;"";1;1
scuola dell'infanzia di madrano;;;institute;via d oltrefersina, 54 38057;"";1;1
scuola dell'infanzia di madrano;scuola dell'infanzia di madrano;;school;via d oltrefersina, 54 38057;"";1;1
scuola dell'infanzia di malè;;;institute;via don rauzi, 6 38027;"";1;1
scuola dell'infanzia di malè;scuola dell'infanzia di malè;;school;via don rauzi, 6 38027;"";1;1
"scuola dell'infanzia di marco - rovereto ""g. e a. rosmini - serbati odv""";;;institute;via alla stazione, 2 38068;"";1;1
"scuola dell'infanzia di marco - rovereto ""g. e a. rosmini - serbati odv""";"scuola dell'infanzia di marco-rovereto ""g. e a. rosmini-serbati odv""";;school;via alla stazione, 2 38068;"";1;1
scuola dell'infanzia di marter;;;institute;piazza s margherita, 2 38050;"";1;1
scuola dell'infanzia di marter;scuola dell'infanzia di marter;;school;piazza s margherita, 2 38050;"";1;1
"scuola dell'infanzia di martignano ""d. leone serafini""";;;institute;via sabbionare, 3 38121;"";1;1
"scuola dell'infanzia di martignano ""d. leone serafini""";scuola dell'infanzia di martignano;;school;via sabbionare, 3 38121;"";1;1
scuola dell'infanzia di masi di cavalese;;;institute;via damiano chiesa, 79 38033;"";1;1
scuola dell'infanzia di masi di cavalese;scuola dell'infanzia di masi di cavalese;;school;via damiano chiesa, 79 38033;"";1;1
scuola dell'infanzia di massone;;;institute;via maffei - san martino, 2 38062;"";1;1
scuola dell'infanzia di massone;scuola dell'infanzia di massone;;school;via maffei - san martino, 2 38062;"";1;1
scuola dell'infanzia di mechel;;;institute;via don luigi borghesi, 35 38023;"";1;1
scuola dell'infanzia di mechel;scuola dell'infanzia di mechel;;school;via don luigi borghesi, 35 38023;"";1;1
scuola dell'infanzia di mezzano;;;institute;via iv novembre, 16 38050;"";1;1
scuola dell'infanzia di mezzano;scuola dell'infanzia di mezzano;;school;via iv novembre, 16 38050;"";1;1
scuola dell'infanzia di mezzocorona;;;institute;via s giovanni bosco, 4 38016;"";1;1
scuola dell'infanzia di mezzocorona;scuola dell'infanzia di mezzocorona;;school;via s giovanni bosco, 4 38016;"";1;1
scuola dell'infanzia di mezzolombardo;;;institute;corso del popolo, 34/b 38017;"";1;1
scuola dell'infanzia di mezzolombardo;scuola dell'infanzia di mezzolombardo;;school;corso del popolo, 34/b 38017;"";1;1
scuola dell'infanzia di moena;;;institute;strada don giovanni jori, 10 38035;"";1;1
scuola dell'infanzia di moena;scuola dell'infanzia di moena;;school;strada don giovanni jori, 10 38035;"";1;1
