main institute;school;miur code;entity;address;miur code list;school count;check
istituto comprensivo fondo - revo';scuola primaria sanzeno;tnee828103;school;frazione banco, 98 38010;tnee82807v|tnee82802n|tnee828091|tnmm82802l|tnmm82803n|tnee82805r|tnic82800e|tnee82808x|tnee82801l|tnee82804q|tnee828103;10;4294967295
istituto comprensivo fondo - revo';scuola primaria sarnonico;tnee82807v;school;via manzoni, 7 38011;tnee82807v|tnee82802n|tnee828091|tnmm82802l|tnmm82803n|tnee82805r|tnic82800e|tnee82808x|tnee82801l|tnee82804q|tnee828103;10;4294967295
istituto comprensivo fondo - revo';"scuola secondaria di primo grado ""c.a. martini"" revo'";tnmm82802l;school;via canestrini, 7 38028;tnee82807v|tnee82802n|tnee828091|tnmm82802l|tnmm82803n|tnee82805r|tnic82800e|tnee82808x|tnee82801l|tnee82804q|tnee828103;10;4294967295
istituto comprensivo fondo - revo';"scuola secondaria di primo grado ""g. b. lampi"" fondo";tnmm82803n;school;via laviosa zambotti - fondo, 24 38020;tnee82807v|tnee82802n|tnee828091|tnmm82802l|tnmm82803n|tnee82805r|tnic82800e|tnee82808x|tnee82801l|tnee82804q|tnee828103;10;4294967295
istituto comprensivo giudicarie esteriori;;tnic837009;institute;via s giovanni bosco - ponte arche - bleggio inferiore, 14 38070;tnee83706l|tnee83705g|tnee83702c|tnmm83701a|tnee83703d|tnic837009|tnee83704e;6;4294967295
istituto comprensivo giudicarie esteriori;"scuola primaria ""g. graffer"" stenico";tnee83706l;school;via risorgimento, 11/a 38070;tnee83706l|tnee83705g|tnee83702c|tnmm83701a|tnee83703d|tnic837009|tnee83704e;6;4294967295
istituto comprensivo giudicarie esteriori;"scuola primaria ""san g. bosco"" s.lorenzo in banale";tnee83705g;school;via di prato - san lorenzo, 15/a 38078;tnee83706l|tnee83705g|tnee83702c|tnmm83701a|tnee83703d|tnic837009|tnee83704e;6;4294967295
istituto comprensivo giudicarie esteriori;scuola primaria campo lomaso;tnee83704e;school;frazione campo lomaso - lomaso,  1 38070;tnee83706l|tnee83705g|tnee83702c|tnmm83701a|tnee83703d|tnic837009|tnee83704e;6;4294967295
istituto comprensivo giudicarie esteriori;scuola primaria fiave';tnee83703d;school;via de gasperi,   38075;tnee83706l|tnee83705g|tnee83702c|tnmm83701a|tnee83703d|tnic837009|tnee83704e;6;4294967295
istituto comprensivo giudicarie esteriori;scuola primaria rango bleggio superiore;tnee83702c;school;frazione rango,   38071;tnee83706l|tnee83705g|tnee83702c|tnmm83701a|tnee83703d|tnic837009|tnee83704e;6;4294967295
istituto comprensivo giudicarie esteriori;"scuola secondaria di primo grado ""g. prati"" ponte arche";tnmm83701a;school;via s giovanni bosco - ponte arche - bleggio inferiore, 14 38070;tnee83706l|tnee83705g|tnee83702c|tnmm83701a|tnee83703d|tnic837009|tnee83704e;6;4294967295
istituto comprensivo isera - rovereto;;tnic845008;institute;viale della vittoria, 43 38068;tnee84502b|tnee84501a|tnic845008|tnmm845019;3;4294967295
istituto comprensivo isera - rovereto;"scuola primaria ""f.lli filzi"" rovereto";tnee84502b;school;via unione, 23 38068;tnee84502b|tnee84501a|tnic845008|tnmm845019;3;4294967295
istituto comprensivo isera - rovereto;"scuola primaria ""r. levi montalcini"" isera";tnee84501a;school;viale provinciale,   38060;tnee84502b|tnee84501a|tnic845008|tnmm845019;3;4294967295
istituto comprensivo isera - rovereto;"scuola secondaria di primo grado ""a. degasperi"" rovereto";tnmm845019;school;viale della vittoria, 43 38068;tnee84502b|tnee84501a|tnic845008|tnmm845019;3;4294967295
istituto comprensivo lavis;;tnic825003;institute;via sette, 13 38015;tnic825003|tnmm825014|tnee825015|tnee825026|tnee825037;4;4294967295
istituto comprensivo lavis;"scuola primaria ""a. frank"" zambana";tnee825037;school;piazza ss filippo e giacomo, 1 38010;tnic825003|tnmm825014|tnee825015|tnee825026|tnee825037;4;4294967295
istituto comprensivo lavis;"scuola primaria ""don g. grazioli"" lavis";tnee825015;school;via degasperi, 18 38015;tnic825003|tnmm825014|tnee825015|tnee825026|tnee825037;4;4294967295
istituto comprensivo lavis;scuola primaria pressano lavis;tnee825026;school;via pilati, 31 38015;tnic825003|tnmm825014|tnee825015|tnee825026|tnee825037;4;4294967295
istituto comprensivo lavis;"scuola secondaria di primo grado ""a. stainer"" lavis";tnmm825014;school;via sette, 13/a 38015;tnic825003|tnmm825014|tnee825015|tnee825026|tnee825037;4;4294967295
istituto comprensivo levico terme;;tnic81800x;institute;via della pace, 5 38056;tnee818012|tnee818034|tnmm818011|tnee818023|tnic81800x|tnee818045;5;4294967295
istituto comprensivo levico terme;"scuola primaria ""c. chiesa"" caldonazzo";tnee818023;school;via asilo, 3 38052;tnee818012|tnee818034|tnmm818011|tnee818023|tnic81800x|tnee818045;5;4294967295
istituto comprensivo levico terme;"scuola primaria ""g. rosanelli"" tenna";tnee818045;school;via albere, 2 38050;tnee818012|tnee818034|tnmm818011|tnee818023|tnic81800x|tnee818045;5;4294967295
istituto comprensivo levico terme;"scuola primaria ""padre b. martinelli"" calceranica al lago";tnee818012;school;via della scuola, 2 38050;tnee818012|tnee818034|tnmm818011|tnee818023|tnic81800x|tnee818045;5;4294967295
istituto comprensivo levico terme;scuola primaria levico terme;tnee818034;school;via della pace, 5 38056;tnee818012|tnee818034|tnmm818011|tnee818023|tnic81800x|tnee818045;5;4294967295
istituto comprensivo levico terme;"scuola secondaria di primo grado ""g. b. de gasparis"" levico terme";tnmm818011;school;via della pace, 5 38056;tnee818012|tnee818034|tnmm818011|tnee818023|tnic81800x|tnee818045;5;4294967295
istituto comprensivo mezzocorona;;tnic82300b;institute;via fornai, 1 38016;tnmm82301c|tnee82301d|tnee82302e|tnic82300b|tnee82304l|tnee82305n;5;4294967295
istituto comprensivo mezzocorona;"scuola primaria ""a. degasperi"" mezzocorona";tnee82304l;school;via dante, 9 38016;tnmm82301c|tnee82301d|tnee82302e|tnic82300b|tnee82304l|tnee82305n;5;4294967295
istituto comprensivo mezzocorona;"scuola primaria ""f. biasi"" s.michele all'adige";tnee82302e;school;via biasi, 1 38010;tnmm82301c|tnee82301d|tnee82302e|tnic82300b|tnee82304l|tnee82305n;5;4294967295
istituto comprensivo mezzocorona;"scuola primaria ""f.lli bronzetti"" rovere' della luna";tnee82305n;school;via rosmini, 5/a 38030;tnmm82301c|tnee82301d|tnee82302e|tnic82300b|tnee82304l|tnee82305n;5;4294967295
istituto comprensivo mezzocorona;scuola primaria grumo;tnee82301d;school;via marconi, 65 38010;tnmm82301c|tnee82301d|tnee82302e|tnic82300b|tnee82304l|tnee82305n;5;4294967295
istituto comprensivo mezzocorona;"scuola secondaria di primo grado ""e. chini"" mezzocorona";tnmm82301c;school;via dante, 9 38016;tnmm82301c|tnee82301d|tnee82302e|tnic82300b|tnee82304l|tnee82305n;5;4294967295
istituto comprensivo mezzolombardo - paganella;;tnic824007;institute;via degli alpini, 17 38017;tnee82408l|tnee82405d|tnee82406e|tnee82403b|tnmm824018|tnmm82403a|tnmm82404b|tnic824007|tnee824019|tnee82407g;9;4294967295
istituto comprensivo mezzolombardo - paganella;"scuola primaria ""c. darwin"" mezzolombardo";tnee824019;school;via filos, 3 38017;tnee82408l|tnee82405d|tnee82406e|tnee82403b|tnmm824018|tnmm82403a|tnmm82404b|tnic824007|tnee824019|tnee82407g;9;4294967295
istituto comprensivo mezzolombardo - paganella;"scuola primaria ""don l. rossi"" fai della paganella";tnee82405d;school;via villa, 21 38010;tnee82408l|tnee82405d|tnee82406e|tnee82403b|tnmm824018|tnmm82403a|tnmm82404b|tnic824007|tnee824019|tnee82407g;9;4294967295
istituto comprensivo mezzolombardo - paganella;"scuola primaria ""l. nicolussi"" molveno";tnee82407g;school;piazza scuole, 2 38018;tnee82408l|tnee82405d|tnee82406e|tnee82403b|tnmm824018|tnmm82403a|tnmm82404b|tnic824007|tnee824019|tnee82407g;9;4294967295
istituto comprensivo mezzolombardo - paganella;"scuola primaria ""san g. bosco"" spormaggiore";tnee82408l;school;via alt spaur, 5 38010;tnee82408l|tnee82405d|tnee82406e|tnee82403b|tnmm824018|tnmm82403a|tnmm82404b|tnic824007|tnee824019|tnee82407g;9;4294967295
istituto comprensivo mezzolombardo - paganella;scuola primaria andalo;tnee82406e;school;piazza s vito, 1 38010;tnee82408l|tnee82405d|tnee82406e|tnee82403b|tnmm824018|tnmm82403a|tnmm82404b|tnic824007|tnee824019|tnee82407g;9;4294967295
istituto comprensivo mezzolombardo - paganella;scuola primaria nave san rocco;tnee82403b;school;piazza s rocco, 15 38010;tnee82408l|tnee82405d|tnee82406e|tnee82403b|tnmm824018|tnmm82403a|tnmm82404b|tnic824007|tnee824019|tnee82407g;9;4294967295
istituto comprensivo mezzolombardo - paganella;"scuola secondaria di primo grado ""a. eccher dall'eco"" mezzolombardo";tnmm824018;school;via degli alpini, 17 38017;tnee82408l|tnee82405d|tnee82406e|tnee82403b|tnmm824018|tnmm82403a|tnmm82404b|tnic824007|tnee824019|tnee82407g;9;4294967295
istituto comprensivo mezzolombardo - paganella;"scuola secondaria di primo grado ""c. battisti"" andalo";tnmm82403a;school;piazza s vito, 1 38010;tnee82408l|tnee82405d|tnee82406e|tnee82403b|tnmm824018|tnmm82403a|tnmm82404b|tnic824007|tnee824019|tnee82407g;9;4294967295
istituto comprensivo mezzolombardo - paganella;scuola secondaria di primo grado spormaggiore;tnmm82404b;school;via alt spaur, 5 38010;tnee82408l|tnee82405d|tnee82406e|tnee82403b|tnmm824018|tnmm82403a|tnmm82404b|tnic824007|tnee824019|tnee82407g;9;4294967295
istituto comprensivo mori;;tnic84900g;institute;via giovanni xxiii, 64 38065;tnmm84901l|tnic84900g|tnee84903q|tnee84901n;3;4294967295
istituto comprensivo mori;scuola primaria mori;tnee84901n;school;via scuole, 21 38065;tnmm84901l|tnic84900g|tnee84903q|tnee84901n;3;4294967295
istituto comprensivo mori;scuola primaria ronzo chienis;tnee84903q;school;via del car, 38 38060;tnmm84901l|tnic84900g|tnee84903q|tnee84901n;3;4294967295
istituto comprensivo mori;"scuola secondaria di primo grado ""b. malfatti"" mori";tnmm84901l;school;via giovanni xxiii, 64 38065;tnmm84901l|tnic84900g|tnee84903q|tnee84901n;3;4294967295
istituto comprensivo pergine 1;;tnic81400l;institute;via monte cristallo, 2 38057;tnee81406x|tnee81401p|tnic81400l|tnee81402q|tnee81403r|tnee814071|tnmm81401n;6;4294967295
istituto comprensivo pergine 1;"scuola primaria ""don l. milani"" pergine valsugana";tnee81402q;school;via monte cristallo, 2 38057;tnee81406x|tnee81401p|tnic81400l|tnee81402q|tnee81403r|tnee814071|tnmm81401n;6;4294967295
istituto comprensivo pergine 1;scuola primaria canezza;tnee81403r;school;via delle scuole, 4 38057;tnee81406x|tnee81401p|tnic81400l|tnee81402q|tnee81403r|tnee814071|tnmm81401n;6;4294967295
istituto comprensivo pergine 1;scuola primaria s.felice fierozzo;tnee81401p;school;maso ronca, 1 38050;tnee81406x|tnee81401p|tnic81400l|tnee81402q|tnee81403r|tnee814071|tnmm81401n;6;4294967295
istituto comprensivo pergine 1;scuola primaria sant'orsola;tnee81406x;school;localita pintarei, 21 38050;tnee81406x|tnee81401p|tnic81400l|tnee81402q|tnee81403r|tnee814071|tnmm81401n;6;4294967295
istituto comprensivo pergine 1;scuola primaria zivignago;tnee814071;school;via dei spiazzi, 3 38057;tnee81406x|tnee81401p|tnic81400l|tnee81402q|tnee81403r|tnee814071|tnmm81401n;6;4294967295
istituto comprensivo pergine 1;"scuola secondaria di primo grado ""c. andreatta"" pergine valsugana";tnmm81401n;school;via caduti, 39 38057;tnee81406x|tnee81401p|tnic81400l|tnee81402q|tnee81403r|tnee814071|tnmm81401n;6;4294967295
"istituto comprensivo pergine 2 ""c. freinet""";;tnic81500c;institute;via amstetten, 4 38057;tnee81504n|tnee81503l|tnmm81501d|tnic81500c|tnee81501e|tnee81502g;5;4294967295
"istituto comprensivo pergine 2 ""c. freinet""";"scuola primaria ""g. rodari"" pergine valsugana";tnee81501e;school;via chimelli, 10 38057;tnee81504n|tnee81503l|tnmm81501d|tnic81500c|tnee81501e|tnee81502g;5;4294967295
"istituto comprensivo pergine 2 ""c. freinet""";scuola primaria canale;tnee81502g;school;viale delle nazioni unite, 44 38057;tnee81504n|tnee81503l|tnmm81501d|tnic81500c|tnee81501e|tnee81502g;5;4294967295
"istituto comprensivo pergine 2 ""c. freinet""";scuola primaria madrano;tnee81504n;school;via d oltrefersina, 149 38057;tnee81504n|tnee81503l|tnmm81501d|tnic81500c|tnee81501e|tnee81502g;5;4294967295
"istituto comprensivo pergine 2 ""c. freinet""";scuola primaria susa';tnee81503l;school;via don sopperra, 61 38057;tnee81504n|tnee81503l|tnmm81501d|tnic81500c|tnee81501e|tnee81502g;5;4294967295
"istituto comprensivo pergine 2 ""c. freinet""";"scuola secondaria di primo grado ""t. garbari"" pergine valsugana";tnmm81501d;school;via amstetten, 4 38057;tnee81504n|tnee81503l|tnmm81501d|tnic81500c|tnee81501e|tnee81502g;5;4294967295
istituto comprensivo predazzo tesero panchia' ziano;;tnic808009;institute;corso degasperi, 8 38037;tnmm80801a|tnmm80802b|tnee80801b|tnee80802c|tnic808009|tnee80804e;5;4294967295
istituto comprensivo predazzo tesero panchia' ziano;"scuola primaria ""g. manega"" tesero";tnee80804e;school;via fia, 11/a 38038;tnmm80801a|tnmm80802b|tnee80801b|tnee80802c|tnic808009|tnee80804e;5;4294967295
istituto comprensivo predazzo tesero panchia' ziano;"scuola primaria ""i. masia"" ziano di fiemme";tnee80802c;school;piazza italia, 4 38030;tnmm80801a|tnmm80802b|tnee80801b|tnee80802c|tnic808009|tnee80804e;5;4294967295
istituto comprensivo predazzo tesero panchia' ziano;"scuola primaria ""m. morandini degasperi"" predazzo";tnee80801b;school;corso degasperi, 8 38037;tnmm80801a|tnmm80802b|tnee80801b|tnee80802c|tnic808009|tnee80804e;5;4294967295
istituto comprensivo predazzo tesero panchia' ziano;"scuola secondaria di primo grado ""g. alberti"" tesero";tnmm80802b;school;via fia, 11/a 38038;tnmm80801a|tnmm80802b|tnee80801b|tnee80802c|tnic808009|tnee80804e;5;4294967295
istituto comprensivo predazzo tesero panchia' ziano;"scuola secondaria di primo grado ""marzari pencati"" predazzo";tnmm80801a;school;via vardabasso, 3 38037;tnmm80801a|tnmm80802b|tnee80801b|tnee80802c|tnic808009|tnee80804e;5;4294967295
istituto comprensivo riva 1;;tnic841001;institute;viale damiano chiesa, 10 38066;tnee841013|tnic841001|tnmm841012|tnee841035|tnee841057;4;4294967295
istituto comprensivo riva 1;"scuola primaria ""n. pernici"" riva del garda";tnee841013;school;viale pernici, 21 38066;tnee841013|tnic841001|tnmm841012|tnee841035|tnee841057;4;4294967295
istituto comprensivo riva 1;scuola primaria nago torbole;tnee841035;school;via de bonetti,   38069;tnee841013|tnic841001|tnmm841012|tnee841035|tnee841057;4;4294967295
istituto comprensivo riva 1;scuola primaria s. alessandro riva del garda;tnee841057;school;via s alessandro, 11 38066;tnee841013|tnic841001|tnmm841012|tnee841035|tnee841057;4;4294967295
istituto comprensivo riva 1;"scuola secondaria di primo grado ""d. chiesa"" riva del garda";tnmm841012;school;viale damiano chiesa, 10 38066;tnee841013|tnic841001|tnmm841012|tnee841035|tnee841057;4;4294967295
"istituto comprensivo riva 2 ""l. pizzini""";;tnic84200r;institute;piazza contini, 8 38066;tnmm84201t|tnee842031|tnee84202x|tnee84201v|tnic84200r;4;4294967295
"istituto comprensivo riva 2 ""l. pizzini""";"scuola primaria ""a. zadra"" rione degasperi riva del garda";tnee84201v;school;largo caduti delle foibe, 3 38066;tnmm84201t|tnee842031|tnee84202x|tnee84201v|tnic84200r;4;4294967295
"istituto comprensivo riva 2 ""l. pizzini""";"scuola primaria ""g. fedrigoni"" varone riva del garda";tnee842031;school;piazza della chiesa, 13 38066;tnmm84201t|tnee842031|tnee84202x|tnee84201v|tnic84200r;4;4294967295
"istituto comprensivo riva 2 ""l. pizzini""";"scuola primaria ""o. lucchi"" tenno";tnee84202x;school;via dei laghi, 47 38060;tnmm84201t|tnee842031|tnee84202x|tnee84201v|tnic84200r;4;4294967295
"istituto comprensivo riva 2 ""l. pizzini""";"scuola secondaria di primo grado ""s. sighele"" riva del garda";tnmm84201t;school;piazza contini, 8 38066;tnmm84201t|tnee842031|tnee84202x|tnee84201v|tnic84200r;4;4294967295
istituto comprensivo rovereto est;;tnic853007;institute;corso rosmini, 86 38068;tnee85302a|tnmm853018|tnee85305d|tnic853007|tnee85304c|tnee85306e;5;4294967295
istituto comprensivo rovereto est;"scuola primaria ""f. cavallin"" vallarsa raossi";tnee85306e;school;frazione raossi,   38060;tnee85302a|tnmm853018|tnee85305d|tnic853007|tnee85304c|tnee85306e;5;4294967295
istituto comprensivo rovereto est;"scuola primaria ""n. valduga"" terragnolo";tnee85304c;school;frazione piazza di terragnolo, 18 38060;tnee85302a|tnmm853018|tnee85305d|tnic853007|tnee85304c|tnee85306e;5;4294967295
istituto comprensivo rovereto est;"scuola primaria ""regina elena"" rovereto";tnee85302a;school;via dante, 41 38068;tnee85302a|tnmm853018|tnee85305d|tnic853007|tnee85304c|tnee85306e;5;4294967295
istituto comprensivo rovereto est;scuola primaria moscheri trambileno;tnee85305d;school;frazione moscheri,   38068;tnee85302a|tnmm853018|tnee85305d|tnic853007|tnee85304c|tnee85306e;5;4294967295
istituto comprensivo rovereto est;"scuola secondaria di primo grado ""d. chiesa"" rovereto";tnmm853018;school;corso rosmini, 86 38068;tnee85302a|tnmm853018|tnee85305d|tnic853007|tnee85304c|tnee85306e;5;4294967295
istituto comprensivo rovereto nord;;tnic859006;institute;corso bettini, 67 38068;tnmm859017|tnee85905c|tnee85903a|tnic859006;3;4294967295
istituto comprensivo rovereto nord;"scuola primaria ""d. chiesa"" noriglio";tnee85905c;school;via romani,  42/1 38068;tnmm859017|tnee85905c|tnee85903a|tnic859006;3;4294967295
istituto comprensivo rovereto nord;"scuola primaria ""m. k. gandhi"" rovereto";tnee85903a;school;via puccini, 22 38068;tnmm859017|tnee85905c|tnee85903a|tnic859006;3;4294967295
istituto comprensivo rovereto nord;"scuola secondaria di primo grado ""l. negrelli"" rovereto";tnmm859017;school;corso bettini, 67 38068;tnmm859017|tnee85905c|tnee85903a|tnic859006;3;4294967295
istituto comprensivo rovereto sud;;tnic85500v;institute;via benacense, 32 38068;tnee855011|tnee855022|tnmm85501x|tnic85500v|tnee855033;4;4294967295
istituto comprensivo rovereto sud;"scuola primaria ""a. rosmini"" marco";tnee855033;school;via ii novembre, 57 38068;tnee855011|tnee855022|tnmm85501x|tnic85500v|tnee855033;4;4294967295
istituto comprensivo rovereto sud;"scuola primaria ""d. alighieri"" rovereto";tnee855011;school;via benacense, 32 38068;tnee855011|tnee855022|tnmm85501x|tnic85500v|tnee855033;4;4294967295
istituto comprensivo rovereto sud;"scuola primaria ""f. guella"" lizzana";tnee855022;school;via piave,  18 38068;tnee855011|tnee855022|tnmm85501x|tnic85500v|tnee855033;4;4294967295
istituto comprensivo rovereto sud;"scuola secondaria di primo grado ""f. halbherr"" rovereto";tnmm85501x;school;via livenza, 1 38068;tnee855011|tnee855022|tnmm85501x|tnic85500v|tnee855033;4;4294967295
istituto comprensivo strigno e tesino;;tnic80100e;institute;via roma - strigno, 14 38059;tnee80107v|tnmm80101g|tnee80102n|tnic80100e|tnee80108x|tnee80104q|tnmm80102l|tnee80106t|tnee80105r;8;4294967295
istituto comprensivo strigno e tesino;"scuola primaria ""a. degasperi"" pieve tesino";tnee80102n;school;via brigata abruzzi, 6 38050;tnee80107v|tnmm80101g|tnee80102n|tnic80100e|tnee80108x|tnee80104q|tnmm80102l|tnee80106t|tnee80105r;8;4294967295
istituto comprensivo strigno e tesino;scuola primaria ospedaletto;tnee80108x;school;via roma, 52 38050;tnee80107v|tnmm80101g|tnee80102n|tnic80100e|tnee80108x|tnee80104q|tnmm80102l|tnee80106t|tnee80105r;8;4294967295
istituto comprensivo strigno e tesino;scuola primaria samone;tnee80104q;school;via delle praele, 21 38059;tnee80107v|tnmm80101g|tnee80102n|tnic80100e|tnee80108x|tnee80104q|tnmm80102l|tnee80106t|tnee80105r;8;4294967295
istituto comprensivo strigno e tesino;scuola primaria scurelle;tnee80105r;school;via xv agosto, 68 38050;tnee80107v|tnmm80101g|tnee80102n|tnic80100e|tnee80108x|tnee80104q|tnmm80102l|tnee80106t|tnee80105r;8;4294967295
istituto comprensivo strigno e tesino;scuola primaria strigno;tnee80106t;school;piazza iv novembre - strigno, 12/a 38059;tnee80107v|tnmm80101g|tnee80102n|tnic80100e|tnee80108x|tnee80104q|tnmm80102l|tnee80106t|tnee80105r;8;4294967295
istituto comprensivo strigno e tesino;scuola primaria villa agnedo;tnee80107v;school;via dei molini - agnedo, 36 38059;tnee80107v|tnmm80101g|tnee80102n|tnic80100e|tnee80108x|tnee80104q|tnmm80102l|tnee80106t|tnee80105r;8;4294967295
istituto comprensivo strigno e tesino;"scuola secondaria di primo grado ""o. brentari"" strigno";tnmm80102l;school;via roma - strigno, 14 38059;tnee80107v|tnmm80101g|tnee80102n|tnic80100e|tnee80108x|tnee80104q|tnmm80102l|tnee80106t|tnee80105r;8;4294967295
istituto comprensivo strigno e tesino;scuola secondaria di primo grado castello tesino;tnmm80101g;school;via battisti, 2 38053;tnee80107v|tnmm80101g|tnee80102n|tnic80100e|tnee80108x|tnee80104q|tnmm80102l|tnee80106t|tnee80105r;8;4294967295
istituto comprensivo taio;;tnic82600v;institute;via degli alpini - taio, 17 38012;tnmm826021|tnic82600v|tnee826011|tnmm82601x|tnee826055|tnee826033;5;4294967295
istituto comprensivo taio;"scuola primaria ""mons. a. negri"" tres";tnee826055;school;via nazionale -tres, 12 38012;tnmm826021|tnic82600v|tnee826011|tnmm82601x|tnee826055|tnee826033;5;4294967295
istituto comprensivo taio;scuola primaria coredo;tnee826011;school;via delle scuole - coredo,  6 38012;tnmm826021|tnic82600v|tnee826011|tnmm82601x|tnee826055|tnee826033;5;4294967295
istituto comprensivo taio;scuola primaria taio;tnee826033;school;via heroldsberg - taio, 5 38012;tnmm826021|tnic82600v|tnee826011|tnmm82601x|tnee826055|tnee826033;5;4294967295
istituto comprensivo taio;"scuola secondaria di primo grado ""f. barbacovi"" coredo";tnmm826021;school;via delle scuole - coredo,  6 38012;tnmm826021|tnic82600v|tnee826011|tnmm82601x|tnee826055|tnee826033;5;4294967295
istituto comprensivo taio;"scuola secondaria di primo grado ""f. barbacovi"" taio";tnmm82601x;school;via degli alpini - taio, 17 38012;tnmm826021|tnic82600v|tnee826011|tnmm82601x|tnee826055|tnee826033;5;4294967295
istituto comprensivo tione;;tnic83600d;institute;via circonvallazione, 44 38079;tnic83600d|tnee83605q|tnee83603n|tnee83604p|tnmm83601e|tnmm83602g|tnee83601g|tnee83602l;7;4294967295
istituto comprensivo tione;"scuola primaria ""a. prandini"" roncone";tnee83605q;school;via iii novembre - roncone, 22 38087;tnic83600d|tnee83605q|tnee83603n|tnee83604p|tnmm83601e|tnmm83602g|tnee83601g|tnee83602l;7;4294967295
istituto comprensivo tione;scuola primaria bondo-breguzzo;tnee83601g;school;via indipendenza - bondo, 105 38087;tnic83600d|tnee83605q|tnee83603n|tnee83604p|tnmm83601e|tnmm83602g|tnee83601g|tnee83602l;7;4294967295
istituto comprensivo tione;scuola primaria ragoli;tnee83602l;school;via roma - ragoli, 5 38070;tnic83600d|tnee83605q|tnee83603n|tnee83604p|tnmm83601e|tnmm83602g|tnee83601g|tnee83602l;7;4294967295
istituto comprensivo tione;scuola primaria tione di trento;tnee83603n;school;via pinzolo, 2 38079;tnic83600d|tnee83605q|tnee83603n|tnee83604p|tnmm83601e|tnmm83602g|tnee83601g|tnee83602l;7;4294967295
istituto comprensivo tione;scuola primaria zuclo;tnee83604p;school;via fucina - zuclo, 10 38079;tnic83600d|tnee83605q|tnee83603n|tnee83604p|tnmm83601e|tnmm83602g|tnee83601g|tnee83602l;7;4294967295
istituto comprensivo tione;"scuola secondaria di primo grado ""legione trentina"" tione di trento";tnmm83601e;school;via circonvallazione, 44 38079;tnic83600d|tnee83605q|tnee83603n|tnee83604p|tnmm83601e|tnmm83602g|tnee83601g|tnee83602l;7;4294967295
istituto comprensivo tione;scuola secondaria di primo grado roncone;tnmm83602g;school;via iii novembre - roncone, 22/a 38087;tnic83600d|tnee83605q|tnee83603n|tnee83604p|tnmm83601e|tnmm83602g|tnee83601g|tnee83602l;7;4294967295
"istituto comprensivo trento 1 ""margherita hack""";;tnic81900q;institute;via znojmo, 24 38123;tnee81901t|tnmm81901r|tnee81902v|tnic81900q;3;4294967295
"istituto comprensivo trento 1 ""margherita hack""";"scuola primaria ""g. a. tomasi"" villazzano";tnee81902v;school;piazza monsignor nicolini,  7 38123;tnee81901t|tnmm81901r|tnee81902v|tnic81900q;3;4294967295
"istituto comprensivo trento 1 ""margherita hack""";"scuola primaria ""u. moggioli"" povo";tnee81901t;school;via dei rivi, 6 38123;tnee81901t|tnmm81901r|tnee81902v|tnic81900q;3;4294967295
"istituto comprensivo trento 1 ""margherita hack""";"scuola secondaria di primo grado ""g. pascoli"" povo";tnmm81901r;school;via znojmo, 24 38123;tnee81901t|tnmm81901r|tnee81902v|tnic81900q;3;4294967295
"istituto comprensivo trento 2 ""j. a. comenius""";;tnic82000x;institute;via ponte alto, 2/1 38121;tnee820034|tnee820045|tnee820023|tnmm820011|tnic82000x|tnee820012;5;4294967295
"istituto comprensivo trento 2 ""j. a. comenius""";"scuola primaria ""e. bernardi"" cognola";tnee820012;school;via ponte alto, 2/1 38121;tnee820034|tnee820045|tnee820023|tnmm820011|tnic82000x|tnee820012;5;4294967295
"istituto comprensivo trento 2 ""j. a. comenius""";"scuola primaria ""r. belenzani"" s.vito";tnee820045;school;via s vito, 169 38121;tnee820034|tnee820045|tnee820023|tnmm820011|tnic82000x|tnee820012;5;4294967295
"istituto comprensivo trento 2 ""j. a. comenius""";"scuola primaria ""r. zandonai"" martignano";tnee820034;school;piazza menghin,  1 38121;tnee820034|tnee820045|tnee820023|tnmm820011|tnic82000x|tnee820012;5;4294967295
"istituto comprensivo trento 2 ""j. a. comenius""";scuola primaria casa serena;tnee820023;school;via alle campanelle, 23 38121;tnee820034|tnee820045|tnee820023|tnmm820011|tnic82000x|tnee820012;5;4294967295
"istituto comprensivo trento 2 ""j. a. comenius""";"scuola secondaria di primo grado ""argentario"" trento";tnmm820011;school;via ponte alto, 2/1 38121;tnee820034|tnee820045|tnee820023|tnmm820011|tnic82000x|tnee820012;5;4294967295
istituto comprensivo trento 3;;tnic85600p;institute;via vittorio veneto, 61 38122;tnee85604x|tnee85602t|tnmm85601q|tnee85601r|tnee85603v|tnic85600p;5;4294967295
istituto comprensivo trento 3;"scuola primaria ""a. nicolodi"" trento";tnee85604x;school;via fogazzaro, 2 38122;tnee85604x|tnee85602t|tnmm85601q|tnee85601r|tnee85603v|tnic85600p;5;4294967295
istituto comprensivo trento 3;"scuola primaria ""d. savio"" trento";tnee85601r;school;via s pio x, 103 38122;tnee85604x|tnee85602t|tnmm85601q|tnee85601r|tnee85603v|tnic85600p;5;4294967295
istituto comprensivo trento 3;"scuola primaria ""g. b. de gaspari"" trento";tnee85602t;school;via zandonai, 4 38122;tnee85604x|tnee85602t|tnmm85601q|tnee85601r|tnee85603v|tnic85600p;5;4294967295
istituto comprensivo trento 3;scuola primaria ravina;tnee85603v;school;via delle masere, 5 38123;tnee85604x|tnee85602t|tnmm85601q|tnee85601r|tnee85603v|tnic85600p;5;4294967295
