vivoscuola school link;academic year;school year;admission rate
https://www.vivoscuola.it/content/view/full/29800;2024/2025;1;89.47368421052632
https://www.vivoscuola.it/content/view/full/29800;2024/2025;2;94.73684210526315
https://www.vivoscuola.it/content/view/full/29800;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29800;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29800;2024/2025;5;90.0
https://www.vivoscuola.it/content/view/full/29798;2022/2023;1;90.0
https://www.vivoscuola.it/content/view/full/29798;2022/2023;2;96.0
https://www.vivoscuola.it/content/view/full/29798;2022/2023;3;91.30434782608695
https://www.vivoscuola.it/content/view/full/29798;2022/2023;4;97.2972972972973
https://www.vivoscuola.it/content/view/full/29798;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29798;2023/2024;1;91.30434782608695
https://www.vivoscuola.it/content/view/full/29798;2023/2024;2;94.73684210526315
https://www.vivoscuola.it/content/view/full/29798;2023/2024;3;91.66666666666666
https://www.vivoscuola.it/content/view/full/29798;2023/2024;4;95.23809523809523
https://www.vivoscuola.it/content/view/full/29798;2023/2024;5;97.14285714285714
https://www.vivoscuola.it/content/view/full/29798;2024/2025;1;87.2340425531915
https://www.vivoscuola.it/content/view/full/29798;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29798;2024/2025;3;94.73684210526315
https://www.vivoscuola.it/content/view/full/29798;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29798;2024/2025;5;95.23809523809523
https://www.vivoscuola.it/content/view/full/29797;2022/2023;1;87.87878787878788
https://www.vivoscuola.it/content/view/full/29797;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29797;2022/2023;3;92.3076923076923
https://www.vivoscuola.it/content/view/full/29797;2022/2023;4;92.85714285714286
https://www.vivoscuola.it/content/view/full/29797;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29797;2023/2024;1;87.87878787878788
https://www.vivoscuola.it/content/view/full/29797;2023/2024;2;96.29629629629629
https://www.vivoscuola.it/content/view/full/29797;2023/2024;3;94.73684210526315
https://www.vivoscuola.it/content/view/full/29797;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29797;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29797;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29797;2024/2025;2;90.0
https://www.vivoscuola.it/content/view/full/29797;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29797;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29797;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29799;2022/2023;1;91.66666666666666
https://www.vivoscuola.it/content/view/full/29799;2022/2023;2;86.36363636363636
https://www.vivoscuola.it/content/view/full/29799;2022/2023;3;95.45454545454545
https://www.vivoscuola.it/content/view/full/29799;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29799;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29799;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29799;2023/2024;2;95.83333333333334
https://www.vivoscuola.it/content/view/full/29799;2023/2024;3;94.73684210526315
https://www.vivoscuola.it/content/view/full/29799;2023/2024;4;95.0
https://www.vivoscuola.it/content/view/full/29799;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29799;2024/2025;1;77.77777777777779
https://www.vivoscuola.it/content/view/full/29799;2024/2025;2;90.0
https://www.vivoscuola.it/content/view/full/29799;2024/2025;3;95.83333333333334
https://www.vivoscuola.it/content/view/full/29799;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29799;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29833;2022/2023;1;81.21827411167513
https://www.vivoscuola.it/content/view/full/29833;2022/2023;2;89.63414634146342
https://www.vivoscuola.it/content/view/full/29833;2022/2023;3;92.56756756756756
https://www.vivoscuola.it/content/view/full/29833;2022/2023;4;88.65248226950354
https://www.vivoscuola.it/content/view/full/29833;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29833;2023/2024;1;78.92156862745098
https://www.vivoscuola.it/content/view/full/29833;2023/2024;2;85.71428571428571
https://www.vivoscuola.it/content/view/full/29833;2023/2024;3;93.71069182389937
https://www.vivoscuola.it/content/view/full/29833;2023/2024;4;86.20689655172413
https://www.vivoscuola.it/content/view/full/29833;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29833;2024/2025;1;79.47761194029852
https://www.vivoscuola.it/content/view/full/29833;2024/2025;2;88.77551020408163
https://www.vivoscuola.it/content/view/full/29833;2024/2025;3;96.045197740113
https://www.vivoscuola.it/content/view/full/29833;2024/2025;4;91.13924050632912
https://www.vivoscuola.it/content/view/full/29833;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29428;2022/2023;1;98.4126984126984
https://www.vivoscuola.it/content/view/full/29428;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29428;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29428;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29428;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29428;2023/2024;1;98.21428571428571
https://www.vivoscuola.it/content/view/full/29428;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29428;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29428;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29428;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29428;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29428;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29428;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29428;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29428;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29426;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29426;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29426;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29426;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29426;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29426;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29426;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29426;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29426;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29426;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29426;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29426;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29426;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29426;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29426;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29834;2022/2023;1;0.0
https://www.vivoscuola.it/content/view/full/29834;2022/2023;2;41.66666666666667
https://www.vivoscuola.it/content/view/full/29834;2022/2023;3;0.0
https://www.vivoscuola.it/content/view/full/29834;2022/2023;4;21.73913043478261
https://www.vivoscuola.it/content/view/full/29834;2022/2023;5;59.09090909090909
https://www.vivoscuola.it/content/view/full/29834;2023/2024;1;0.0
https://www.vivoscuola.it/content/view/full/29834;2023/2024;2;35.714285714285715
https://www.vivoscuola.it/content/view/full/29834;2023/2024;3;0.0
https://www.vivoscuola.it/content/view/full/29834;2023/2024;4;28.57142857142857
https://www.vivoscuola.it/content/view/full/29834;2023/2024;5;62.5
https://www.vivoscuola.it/content/view/full/29834;2024/2025;1;14.285714285714285
https://www.vivoscuola.it/content/view/full/29834;2024/2025;2;28.57142857142857
https://www.vivoscuola.it/content/view/full/29834;2024/2025;3;2.4390243902439024
https://www.vivoscuola.it/content/view/full/29834;2024/2025;4;25.71428571428571
https://www.vivoscuola.it/content/view/full/29834;2024/2025;5;50.0
https://www.vivoscuola.it/content/view/full/29427;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29427;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29427;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29427;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29427;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29427;2023/2024;1;90.0
https://www.vivoscuola.it/content/view/full/29427;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29427;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29427;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29427;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29427;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29427;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29427;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29427;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29427;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29429;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29429;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29429;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29429;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29429;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29429;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29429;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29429;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29429;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29429;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29429;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29429;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29429;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29429;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29429;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29430;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29430;2022/2023;2;98.86363636363636
https://www.vivoscuola.it/content/view/full/29430;2022/2023;3;96.20253164556962
https://www.vivoscuola.it/content/view/full/29430;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29430;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29430;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29430;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29430;2024/2025;2;98.66666666666667
https://www.vivoscuola.it/content/view/full/29430;2024/2025;3;98.80952380952381
https://www.vivoscuola.it/content/view/full/170194;2022/2023;1;0.0
https://www.vivoscuola.it/content/view/full/170194;2022/2023;2;0.0
https://www.vivoscuola.it/content/view/full/170194;2022/2023;3;0.0
https://www.vivoscuola.it/content/view/full/170194;2022/2023;4;0.0
https://www.vivoscuola.it/content/view/full/170194;2022/2023;5;0.0
https://www.vivoscuola.it/content/view/full/170194;2023/2024;1;0.0
https://www.vivoscuola.it/content/view/full/170194;2023/2024;2;0.0
https://www.vivoscuola.it/content/view/full/170194;2023/2024;3;0.0
https://www.vivoscuola.it/content/view/full/170194;2023/2024;4;0.0
https://www.vivoscuola.it/content/view/full/170194;2023/2024;5;0.0
https://www.vivoscuola.it/content/view/full/170194;2024/2025;1;0.0
https://www.vivoscuola.it/content/view/full/170194;2024/2025;2;0.0
https://www.vivoscuola.it/content/view/full/170194;2024/2025;3;0.0
https://www.vivoscuola.it/content/view/full/170194;2024/2025;4;0.0
https://www.vivoscuola.it/content/view/full/170194;2024/2025;5;90.0
https://www.vivoscuola.it/content/view/full/29431;2022/2023;1;97.43589743589743
https://www.vivoscuola.it/content/view/full/29431;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29431;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29431;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29431;2023/2024;2;97.5
https://www.vivoscuola.it/content/view/full/29431;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29431;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29431;2024/2025;2;97.22222222222221
https://www.vivoscuola.it/content/view/full/29431;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29256;2022/2023;1;95.23809523809523
https://www.vivoscuola.it/content/view/full/29256;2022/2023;2;95.45454545454545
https://www.vivoscuola.it/content/view/full/29256;2022/2023;3;91.30434782608695
https://www.vivoscuola.it/content/view/full/29256;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29256;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29256;2023/2024;2;90.47619047619048
https://www.vivoscuola.it/content/view/full/29256;2023/2024;3;95.45454545454545
https://www.vivoscuola.it/content/view/full/29256;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29256;2024/2025;1;88.23529411764706
https://www.vivoscuola.it/content/view/full/29256;2024/2025;2;87.87878787878788
https://www.vivoscuola.it/content/view/full/29256;2024/2025;3;80.95238095238095
https://www.vivoscuola.it/content/view/full/29256;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29638;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29638;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29638;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29638;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29638;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29638;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29638;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29638;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29638;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29638;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29638;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29638;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29638;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29638;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29638;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29640;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29640;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29640;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29640;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29640;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29640;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29640;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29640;2023/2024;3;98.63013698630137
https://www.vivoscuola.it/content/view/full/29640;2023/2024;4;98.68421052631578
https://www.vivoscuola.it/content/view/full/29640;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29640;2024/2025;1;97.72727272727273
https://www.vivoscuola.it/content/view/full/29640;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29640;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29640;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29640;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29641;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29641;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29641;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29641;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29641;2022/2023;5;90.0
https://www.vivoscuola.it/content/view/full/29641;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29641;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29641;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29641;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29641;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29641;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29641;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29641;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29641;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29641;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29639;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29639;2022/2023;2;0.0
https://www.vivoscuola.it/content/view/full/29639;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29639;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29639;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29639;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29639;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29639;2023/2024;3;0.0
https://www.vivoscuola.it/content/view/full/29639;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29639;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29639;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29639;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29639;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29639;2024/2025;4;0.0
https://www.vivoscuola.it/content/view/full/29639;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29642;2022/2023;1;96.90721649484536
https://www.vivoscuola.it/content/view/full/29642;2022/2023;2;95.37037037037037
https://www.vivoscuola.it/content/view/full/29642;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29642;2023/2024;1;97.22222222222221
https://www.vivoscuola.it/content/view/full/29642;2023/2024;2;94.94949494949495
https://www.vivoscuola.it/content/view/full/29642;2023/2024;3;98.05825242718447
https://www.vivoscuola.it/content/view/full/29642;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29642;2024/2025;2;99.05660377358491
https://www.vivoscuola.it/content/view/full/29642;2024/2025;3;97.89473684210527
https://www.vivoscuola.it/content/view/full/29570;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29570;2022/2023;2;97.5609756097561
https://www.vivoscuola.it/content/view/full/29570;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29570;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29570;2022/2023;5;98.66666666666667
https://www.vivoscuola.it/content/view/full/29570;2023/2024;1;97.10144927536231
https://www.vivoscuola.it/content/view/full/29570;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29570;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29570;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29570;2023/2024;5;99.00990099009901
https://www.vivoscuola.it/content/view/full/29570;2024/2025;1;98.9010989010989
https://www.vivoscuola.it/content/view/full/29570;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29570;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29570;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29570;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29571;2022/2023;1;96.15384615384616
https://www.vivoscuola.it/content/view/full/29571;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29571;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29571;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29571;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29571;2023/2024;1;95.65217391304348
https://www.vivoscuola.it/content/view/full/29571;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29571;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29571;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29571;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29571;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29571;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29571;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29571;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29571;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29572;2022/2023;1;99.03846153846155
https://www.vivoscuola.it/content/view/full/29572;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29572;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29572;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29572;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29572;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29572;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29572;2024/2025;2;97.97979797979798
https://www.vivoscuola.it/content/view/full/29572;2024/2025;3;99.09909909909909
https://www.vivoscuola.it/content/view/full/29816;2022/2023;1;94.9367088607595
https://www.vivoscuola.it/content/view/full/29816;2022/2023;2;94.73684210526315
https://www.vivoscuola.it/content/view/full/29816;2022/2023;3;98.30508474576271
https://www.vivoscuola.it/content/view/full/29816;2022/2023;4;95.23809523809523
https://www.vivoscuola.it/content/view/full/29816;2022/2023;5;98.4126984126984
https://www.vivoscuola.it/content/view/full/29816;2023/2024;1;95.4954954954955
https://www.vivoscuola.it/content/view/full/29816;2023/2024;2;97.22222222222221
https://www.vivoscuola.it/content/view/full/29816;2023/2024;3;93.97590361445783
https://www.vivoscuola.it/content/view/full/29816;2023/2024;4;95.0
https://www.vivoscuola.it/content/view/full/29816;2023/2024;5;98.36065573770492
https://www.vivoscuola.it/content/view/full/29816;2024/2025;1;93.61702127659575
https://www.vivoscuola.it/content/view/full/29816;2024/2025;2;93.0
https://www.vivoscuola.it/content/view/full/29816;2024/2025;3;91.30434782608695
https://www.vivoscuola.it/content/view/full/29816;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29816;2024/2025;5;98.24561403508771
https://www.vivoscuola.it/content/view/full/29817;2022/2023;1;85.91549295774648
https://www.vivoscuola.it/content/view/full/29817;2022/2023;2;91.36690647482014
https://www.vivoscuola.it/content/view/full/29817;2022/2023;3;89.0625
https://www.vivoscuola.it/content/view/full/29817;2022/2023;4;95.76271186440678
https://www.vivoscuola.it/content/view/full/29817;2022/2023;5;97.84172661870504
https://www.vivoscuola.it/content/view/full/29817;2023/2024;1;86.4
https://www.vivoscuola.it/content/view/full/29817;2023/2024;2;93.23308270676691
https://www.vivoscuola.it/content/view/full/29817;2023/2024;3;84.67153284671532
https://www.vivoscuola.it/content/view/full/29817;2023/2024;4;90.67796610169492
https://www.vivoscuola.it/content/view/full/29817;2023/2024;5;95.4954954954955
https://www.vivoscuola.it/content/view/full/29817;2024/2025;1;86.66666666666667
https://www.vivoscuola.it/content/view/full/29817;2024/2025;2;95.7983193277311
https://www.vivoscuola.it/content/view/full/29817;2024/2025;3;89.1156462585034
https://www.vivoscuola.it/content/view/full/29817;2024/2025;4;96.0
https://www.vivoscuola.it/content/view/full/29817;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29819;2022/2023;1;95.34883720930233
https://www.vivoscuola.it/content/view/full/29819;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29819;2022/2023;3;97.72727272727273
https://www.vivoscuola.it/content/view/full/29819;2022/2023;4;97.72727272727273
https://www.vivoscuola.it/content/view/full/29819;2022/2023;5;97.61904761904762
https://www.vivoscuola.it/content/view/full/29819;2023/2024;1;92.5
https://www.vivoscuola.it/content/view/full/29819;2023/2024;2;95.0
https://www.vivoscuola.it/content/view/full/29819;2023/2024;3;95.55555555555556
https://www.vivoscuola.it/content/view/full/29819;2023/2024;4;97.77777777777777
https://www.vivoscuola.it/content/view/full/29819;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29819;2024/2025;1;95.65217391304348
https://www.vivoscuola.it/content/view/full/29819;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29819;2024/2025;3;97.2972972972973
https://www.vivoscuola.it/content/view/full/29819;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29819;2024/2025;5;97.67441860465115
https://www.vivoscuola.it/content/view/full/29686;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29686;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29686;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29686;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29686;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29686;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29686;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29686;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29686;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29686;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29686;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29686;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29686;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29686;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29686;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29687;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29687;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29687;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29687;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29687;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29687;2023/2024;1;94.11764705882352
https://www.vivoscuola.it/content/view/full/29687;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29687;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29687;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29687;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29687;2024/2025;1;94.11764705882352
https://www.vivoscuola.it/content/view/full/29687;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29687;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29687;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29687;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29690;2022/2023;1;99.24242424242425
https://www.vivoscuola.it/content/view/full/29690;2022/2023;2;99.26470588235294
https://www.vivoscuola.it/content/view/full/29690;2022/2023;3;98.10126582278481
https://www.vivoscuola.it/content/view/full/29690;2023/2024;1;98.46153846153847
https://www.vivoscuola.it/content/view/full/29690;2023/2024;2;97.72727272727273
https://www.vivoscuola.it/content/view/full/29690;2023/2024;3;97.8102189781022
https://www.vivoscuola.it/content/view/full/29690;2024/2025;1;99.19354838709677
https://www.vivoscuola.it/content/view/full/29690;2024/2025;2;96.18320610687023
https://www.vivoscuola.it/content/view/full/29690;2024/2025;3;97.74436090225564
https://www.vivoscuola.it/content/view/full/29688;2022/2023;1;97.67441860465115
https://www.vivoscuola.it/content/view/full/29688;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29688;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29688;2022/2023;4;100.0
https://www.vivoscuola.it/content/view/full/29688;2022/2023;5;100.0
https://www.vivoscuola.it/content/view/full/29688;2023/2024;1;100.0
https://www.vivoscuola.it/content/view/full/29688;2023/2024;2;100.0
https://www.vivoscuola.it/content/view/full/29688;2023/2024;3;100.0
https://www.vivoscuola.it/content/view/full/29688;2023/2024;4;100.0
https://www.vivoscuola.it/content/view/full/29688;2023/2024;5;100.0
https://www.vivoscuola.it/content/view/full/29688;2024/2025;1;100.0
https://www.vivoscuola.it/content/view/full/29688;2024/2025;2;100.0
https://www.vivoscuola.it/content/view/full/29688;2024/2025;3;100.0
https://www.vivoscuola.it/content/view/full/29688;2024/2025;4;100.0
https://www.vivoscuola.it/content/view/full/29688;2024/2025;5;100.0
https://www.vivoscuola.it/content/view/full/29689;2022/2023;1;100.0
https://www.vivoscuola.it/content/view/full/29689;2022/2023;2;100.0
https://www.vivoscuola.it/content/view/full/29689;2022/2023;3;100.0
https://www.vivoscuola.it/content/view/full/29689;2022/2023;4;100.0
